_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
604,868,1065,"Wheel of Time, Boxed Set IV",16.99,Books > Literature & Fiction > Action & Adventure,Robert Jordan,765368617,,Tor Fantasy; 1 edition ,English,4.2 x 4.6 x 6.8 inches,3 pounds,4.6,The Wheel Of Time (The Eye Of The World/The Great Hunt/The Dragon Reborn),24.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Jordan, Robert",812538366,0.0,Tor Books,,6.98 x 4.46 x 4.74 Inches,,,0
605,868,2038,"Wheel of Time, Boxed Set IV",16.99,Books > Literature & Fiction > Action & Adventure,Robert Jordan,765368617,,Tor Fantasy; 1 edition ,English,4.2 x 4.6 x 6.8 inches,3 pounds,4.6,WHEEL OF TIME 2 BOX SETBOX SET #22,14.27,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7059 >  > in > Books > # > 628 >  > in > Books > Literature & Fiction > # > 54 >  > in > Books > Literature & Fiction > Fantasy,Robert Jordan,2540112,0.0,Tom Doherty AssociatesTor Books,English,175.26 x 107.95 x 124.46 Millimeters,,5.0,0
606,870,10,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 10 light novel",9.8,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,316442453,304.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,10.7 ounces,4.6,Is It Wrong to Try to Pick Up Girls in a Dungeon? on the Side 4,11.44,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,316318221,312.0,Yen PressYen On,English,,,,0
624,879,929,The No. 1 Ladies' Detective Agency Book 1,9.24,Books > Literature & Fiction > Women's Fiction,Alexander McCall Smith,1400034779,235.0,Anchor ,English,5.2 x 0.7 x 8 inches,4.8 ounces,4.5,The No. 1 Ladies' Detective Agency,9.24,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 68977 >  > in > Books > # > 946 >  > in > Books > Mystery & Suspense > # > 254 >  > in > Books > Mystery & Suspense > Women Sleuths,"McCall Smith, Alexander",34773,235.0,Random House Inc,English,8.00 x 5.25 x 0.68 Inches,,4.5,1
628,894,310,The Wrong Side of Goodbye A Harry Bosch Novel,6.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455524204,480.0,Vision; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.1 ounces,4.7,"WRONG SIDE OF GOODBYE, THE",6.82,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,1455524204,480.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,,1
631,896,1887,The Time of Contempt The Witcher,13.47,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,316219134,352.0,Orbit; 1 edition ,English,5.5 x 1 x 8.2 inches,9.9 ounces,4.5,The Time of Contempt,13.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 6639 >  > in > Books > # > 578 >  > in > Books > Literature & Fiction > # > 105 >  > in > Books > Literature & Fiction > General,Andrzej Sapkowski,6219136,352.0,Orbit,English,8.25 x 5.50 x 1.00 Inches (US),,,1
636,919,2248,Written in My Own Heart's Blood,8.48,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,110188424X,1152.0,Dell ,English,4.2 x 1.8 x 6.8 inches,13.6 ounces,4.7,Written in My Own Heart's Blood (Outlander Volume 8) (Mass Market Paperback),8.48,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 8391 >  > in > Books > # > 401 >  > in > Books > ARCHIVE > # > 35 >  > in > Books > ARCHIVE > Literature & Fiction,Diana Gabaldon,110188424X,1152.0,Bantam Dell,English,7.25 x 4.25 x 2.00 Inches,,,1
640,921,591,The Drums of Autumn Mass Market Paperback ,9.93,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,044022425X,1070.0,Dell; Reissue edition ,English,4.2 x 1.7 x 6.9 inches,15.2 ounces,4.7,An Echo in the Bone (Outlander Volume 7) (Mass Market Paperback),9.35,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 289 >  > in > Books > # > 22 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > General,Diana Gabaldon,245684,1200.0,Bantam Dell,English,7.00 x 4.25 x 2.00 Inches,,5.0,0
643,921,2095,The Drums of Autumn Mass Market Paperback ,9.93,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,044022425X,1070.0,Dell; Reissue edition ,English,4.2 x 1.7 x 6.9 inches,15.2 ounces,4.7,Drums of Autumn (Outlander Volume 4) (Mass Market Paperback),9.93,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 627 >  > in > Books > # > 11 >  > in > Books > Romance > # > 3 >  > in > Books > Romance > Contemporary,Diana Gabaldon,044022425X,1088.0,Bantam Dell,English,6.75 x 4.25 x 1.75 Inches,,4.8333,0
644,921,2248,The Drums of Autumn Mass Market Paperback ,9.93,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,044022425X,1070.0,Dell; Reissue edition ,English,4.2 x 1.7 x 6.9 inches,15.2 ounces,4.7,Written in My Own Heart's Blood (Outlander Volume 8) (Mass Market Paperback),8.48,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 8391 >  > in > Books > # > 401 >  > in > Books > ARCHIVE > # > 35 >  > in > Books > ARCHIVE > Literature & Fiction,Diana Gabaldon,110188424X,1152.0,Bantam Dell,English,7.25 x 4.25 x 2.00 Inches,,,0
647,930,1205,Who Fears Death Mass Market Paperback ,7.99,Books > Literature & Fiction > Genre Fiction,Nnedi Okorafor,756407281,432.0,DAW; Reprint edition ,English,4.2 x 1.1 x 6.8 inches,7.2 ounces,4.5,Who Fears Death,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nnedi Okorafor,6407281,432.0,DAW,English,6.70 x 4.10 x 1.13 Inches (US),,,1
649,934,178,"No Game No Life, Vol. 1 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316383112,176.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,6.4 ounces,4.4,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,0
653,939,1950,Bad Luck and Trouble Jack Reacher,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246016,512.0,Dell; Reprint edition ,English,4.2 x 1.2 x 7.6 inches,11.2 ounces,4.4,BAD LUCK AND TROUBLE,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6186 >  > in > Books > # > 47 >  > in > Books > Mystery & Suspense > # > 20 >  > in > Books > Mystery & Suspense > Thrillers","CHILD, LEE",246012,512.0,Random House,English,7.50 x 4.25 x 1.25 Inches,,5.0,1
655,943,750,The Girl Who Played with Fire Millennium Series,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stieg Larsson,307949508,752.0,Vintage Crime/Black Lizard; Reprint edition ,English,4.2 x 1.7 x 7.5 inches,14.4 ounces,4.6,The Girl Who Kicked the Hornet's Nest,8.74,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 2828 >  > in > Books > # > 217 >  > in > Books > Literature & Fiction > # > 31 >  > in > Books > Literature & Fiction > Mystery & Suspense","Larsson, Stieg",7742537,820.0,Random House,English,7.50 x 4.25 x 2.00 Inches,,4.6,0
659,949,1803,Island of Glass Guardians Trilogy,12.1,Books > Literature & Fiction > United States,Nora Roberts,425280128,352.0,Berkley ,English,5.6 x 0.9 x 8.2 inches,12 ounces,4.8,Island of Glass,12.1,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 11224 >  > in > Books > # > 555 >  > in > Books > ARCHIVE > # > 16 >  > in > Books > ARCHIVE > Romance,Nora Roberts,5280126,352.0,BerkleyPenguin Publishing Group,English,,,5.0,1
670,979,1775,Babylon's Ashes The Expanse,11.55,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316217646,576.0,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.3 pounds,4.3,Babylon's Ashes,13.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,316217646,576.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,,1
679,1000,804,Breaking Point Lucy Kincaid Novels,7.73,"Books > Mystery, Thriller & Suspense > Mystery",Allison Brennan,1250164443,448.0,Minotaur Books ,English,4.5 x 1.2 x 7.6 inches,9.8 ounces,4.6,BREAKING POINT,9.99,Books > Women's History Month Books > Women's History Month Fiction,"BRENNAN, ALLISON",1250164443,448.0,St. Martin's PressMinotaur Books,,,,,1
683,1017,548,The Bad Daughter,17.7,Books > Literature & Fiction > Genre Fiction,Joy Fielding,399181520,368.0,Ballantine Books ,English,6.4 x 1.2 x 9.6 inches,1.3 pounds,3.8,The Bad Daughter,17.35,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Fielding, Joy",399181520,354.0,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,,,1
694,1046,453,The Ender Quartet Boxed Set,20.54,Books > Science Fiction & Fantasy > Fantasy,Orson Scott Card,765362430,1760.0,Tor Science Fiction; Box edition ,English,4.3 x 4.5 x 6.9 inches,1.9 pounds,4.6,The Ender Quartet,20.54,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 3992 >  > in > Books > # > 304 >  > in > Books > Literature & Fiction > # > 18 >  > in > Books > Literature & Fiction > Science Fiction,"Card, Orson Scott",5362439,1760.0,Tor Books,English,6.75 x 4.50 x 4.25 Inches,,4.3333,1
699,1062,1287,Lee Child Jack Reacher Books 1-3 Mass Market Paperback ,21.93,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515154113,,Berkley; Box edition ,English,4.4 x 3.6 x 7.6 inches,2 pounds,4.5,Lee Child Jack Reacher Books 1-3,21.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Lee Child,5154115,,BerkleyPenguin Publishing Group,English,7.60 x 4.35 x 3.63 Inches (US),,,1
703,1081,1936,"Death March to the Parallel World Rhapsody, Vol. 4 light novel",9.8,Books > Comics & Graphic Novels > Manga,Hiro Ainana,316556092,228.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,8.2 ounces,5.0,Death March to the Parallel World Rhapsody,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Hiro Ainana,650797X,208.0,Yen PressYen On,Japanese,,,,1
707,1095,1388,The First Kiss of Spring,7.99,Books > Literature & Fiction > United States,Emily March,1250131707,368.0,St. Martin's Paperbacks ,English,4.2 x 1 x 7 inches,6.1 ounces,4.5,"FIRST KISS OF SPRING, THE",7.99,Books > Literature & Fiction > Fiction > Romance > Contemporary,Emily March,1250131707,304.0,St. Martin's PressSt. Martin's Paperbacks,,,,,1
713,1105,678,Interview with the Vampire Mass Market Paperback ,7.97,Books > Literature & Fiction > Genre Fiction,Anne Rice,345337662,368.0,Ballantine Books; Reissue edition ,English,4.2 x 1 x 6.9 inches,14.4 ounces,4.4,Interview With the Vampire,7.97,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 16031 >  > in > Books > # > 168 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > General,"Rice, Anne",5337664,346.0,Random House,English,6.75 x 4.25 x 1.25 Inches,,5.0,1
715,1106,178,"No Game No Life, Vol. 2 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385174,192.0,Yen On; Translation edition ,English,5.5 x 0.6 x 8.2 inches,7 ounces,4.3,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,1
723,1114,563,Needful Things,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501143786,960.0,Pocket Books; Reissue edition ,English,4.1 x 1.6 x 7.5 inches,13.6 ounces,4.3,Needful Things ,9.74,Books > Literature & Fiction > Fiction > Horror,Stephen King,1143780,960.0,Pocket Books,English,190.50 x 104.78 x 40.64 Millimeters,,,1
725,1117,1507,Victoria,15.85,Books > Arts & Photography > Decorative Arts & Design,Helen Rappaport,62568892,,Harper Design ,English,7.7 x 1 x 9.3 inches,2.3 pounds,4.7,Victoria ,14.57,Books > Literature & Fiction > Fiction > Historical,Daisy Goodwin,1250045479,432.0,St. Martin's PressSt. Martin's Griffin,English,8.25 x 139.70 x 1.27 Inches (US),,,0
726,1122,988,A Lesson Before Dying Oprah's Book Club,8.12,Books > Literature & Fiction > Genre Fiction,Ernest J. Gaines,375702709,256.0,Vintage; 1 edition ,English,5.2 x 0.6 x 7.6 inches,8 ounces,4.4,A Lesson Before Dying,8.27,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 4515 >  > in > Books > # > 346 >  > in > Books > Literature & Fiction > # > 71 >  > in > Books > Literature & Fiction > General,"Gaines, Ernest J.",5702707,256.0,Random House Inc,English,5.25 x 8.25 x 0.75 Inches,,,1
727,1124,1543,The Eyes of the Dragon,11.59,Books > Literature & Fiction > Action & Adventure,Stephen King,1501192205,384.0,Gallery Books; Reprint edition ,English,5.3 x 1 x 8.2 inches,10.1 ounces,4.5,The Eyes of the Dragon,13.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Stephen King,1501192205,384.0,Gallery Books,English,209.55 x 134.94 x 1.00 Inches,,,1
731,1143,1572,The Dark Horse,13.18,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143117319,368.0,Penguin Books; Reprint edition ,English,5.1 x 0.7 x 7.7 inches,7.2 ounces,4.7,The Dark Horse ,13.18,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 8150 >  > in > Books > # > 734 >  > in > Books > Literature & Fiction > # > 107 >  > in > Books > Literature & Fiction > Mystery & Suspense",Craig Johnson,3117312,368.0,Penguin BooksPenguin Publishing Group,English,,,,1
732,1150,1746,Good Omens,7.19,Books > Literature & Fiction > Genre Fiction,Neil Gaiman Terry Pratchett,60853980,432.0,William Morrow; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,6.4 ounces,4.5,Good Omens,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Gaiman, NeilPratchett, Terry",853984,412.0,HarperCollins,English,6.75 x 4.25 x 1.25 Inches,,,1
733,1153,671,Blood Fury,16.9,Books > Science Fiction & Fantasy > Fantasy,J.R. Ward,451475348,,Ballantine Books ,English,6.4 x 1.3 x 9.3 inches,1.4 pounds,4.7,Blood Fury ,16.9,Books > Literature & Fiction > Fiction > Romance > Paranormal,J.R. Ward,451475348,432.0,Ballantine BooksRandom House Publishing Group,English,9.00 x 6.00 x 1.09 Inches (US),,,1
743,1169,63,Gray Mountain,8.54,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,345543254,480.0,Dell; 2014 edition ,English,4.2 x 1.1 x 7.5 inches,11.2 ounces,3.8,Gray Mountain,8.54,Books > Literature & Fiction > Fiction > Legal > Best seller ranking: > # > 1432 >  > in > Books > # > 91 >  > in > Books > Literature & Fiction > # > 12 >  > in > Books > Literature & Fiction > Mystery & Suspense,"Grisham, John",345543254,461.0,Random House,English,,,4.5,1
744,1174,2181,Final Girls,12.78,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Riley Sager,1101985380,352.0,Dutton; Reprint edition ,English,5.4 x 0.8 x 8.3 inches,9.6 ounces,4.2,FINAL GIRLS,12.78,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Riley Sager,1101985380,352.0,DuttonPenguin Publishing Group,English,,,,1
746,1183,244,A Call to Vengeance Manticore Ascendant,17.1,Books > Science Fiction & Fantasy > Science Fiction,David Weber,1476782105,,Baen ,English,6.1 x 1.4 x 9.2 inches,1.5 pounds,4.5,A Call to Vengeance,21.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Timothy  Zahn David Weber Thomas Pope,1476782105,480.0,Baen,English,9.25 x 155.57 x 1.06 Inches (US),,,0
750,1190,1954,And Then There Were None Mass Market Paperback ,4.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Agatha Christie,62073486,300.0,William Morrow; Reissue edition ,English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4.5,And Then There Were None,4.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 1675 >  > in > Books > # > 114 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Mystery & Suspense","Christie, Agatha",2073484,300.0,HarperCollins,English,6.75 x 6.25 x 1.25 Inches,,4.6667,1
753,1192,1913,The Life We Bury Paperback ,11.96,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Allen Eskens,1616149981,303.0,Seventh Street Books; First Paperback Edition edition ,English,5.5 x 0.9 x 8.3 inches,9.6 ounces,4.4,The Life We Bury,13.14,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 1937 >  > in > Books > # > 136 >  > in > Books > Literature & Fiction > # > 19 >  > in > Books > Literature & Fiction > Mystery & Suspense","Eskens, Allen",1616149981,303.0,Random House Inc,English,5.50 x 8.25 x 0.75 Inches,,5.0,1
768,1217,819,The Last Wish,6.94,Books > Science Fiction & Fantasy > Fantasy,Andrzej Sapkowski,316029181,384.0,Orbit ,English,4.1 x 1 x 6.8 inches,6.1 ounces,4.6,The Last Wish,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 3284 >  > in > Books > # > 254 >  > in > Books > Literature & Fiction > # > 27 >  > in > Books > Literature & Fiction > Fantasy,Andrzej Sapkowski,6029182,384.0,Orbit,English,6.75 x 4.12 x 1.00 Inches (US),,4.0,1
770,1222,1221,The Crooked Staircase,19.22,Books > Literature & Fiction > Action & Adventure,Dean Koontz,052548342X,,Bantam ,English,6.1 x 1.3 x 9.2 inches,1.8 pounds,,The Crooked Staircase,18.3,Books > Summer Reading Books > Beach Reads,"Koontz, Dean R.",052548342X,480.0,Random House Inc,English,9.25 x 6.12 x 1.28 Inches,,,1
772,1225,2368,The Grave's a Fine and Private Place,17.68,"Books > Mystery, Thriller & Suspense > Mystery",Alan Bradley,345539990,,Delacorte Press ,English,5.2 x 1.2 x 7.8 inches,13.9 ounces,4.4,The Grave's a Fine and Private Place,14.62,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Bradley, Alan",345539990,363.0,Random House Inc,English,8.00 x 5.00 x 1.00 Inches,,,1
773,1226,967,The Third Victim,17.7,"Books > Mystery, Thriller & Suspense > Mystery",Phillip Margolin,125011750X,,Minotaur Books ,English,6.4 x 1.2 x 9.6 inches,1.1 pounds,4.3,The Third Victim,21.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Phillip Margolin,125011750X,320.0,St. Martin's PressMinotaur Books,English,9.25 x 155.57 x 1.00 Inches (US),,,1
775,1229,2112,Poison,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Lescroart,1501115707,,Atria Books ,English,6 x 1.1 x 9 inches,1.1 pounds,4.4,Poison,20.63,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,John Lescroart,1501115707,304.0,Atria Books,English,228.60 x 6.00 x 1.00 Millimeters,,,1
781,1242,1538,Ender's Game The Ender Quintet,6.09,Books > Science Fiction & Fantasy > Science Fiction,Orson Scott Card,812550706,352.0,Tor Science Fiction ,English,4.1 x 1 x 6.8 inches,5.6 ounces,4.5,ENDERS GAME,6.09,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military > Best seller ranking: > # > 5118 >  > in > Books > # > 421 >  > in > Books > Literature & Fiction > # > 27 >  > in > Books > Literature & Fiction > Science Fiction,"CARD, ORSON SCOTT",2550707,352.0,Tor Books,English,7.00 x 4.25 x 1.00 Inches,,3.9655,1
785,1253,1836,Of Mice and Men Mass Market Paperback ,8.79,Books > Literature & Fiction > Genre Fiction,John Steinbeck,140177396,112.0,Penguin Books; Reissue edition ,English,4.1 x 0.3 x 7.5 inches,2.1 ounces,4.5,Of Mice and Men,8.79,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 386 >  > in > Books > # > 30 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > Classics,"STEINBECK, JOHN",017739X,112.0,Penguin Group USA,English,4.25 x 6.75 x 0.50 Inches,,5.0,1
796,1287,1798,The Girl Who Takes an Eye for an Eye,15.55,"Books > Mystery, Thriller & Suspense > Mystery",David Lagercrantz,451494326,,Knopf; 1st edition ,English,6.5 x 1.3 x 9.6 inches,1.4 pounds,3.7,The Girl Who Takes an Eye for an Eye,20.68,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Lagercrantz, David",525499407,495.0,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,,,1
797,1290,1601,A Piece of the World,10.94,Books > Literature & Fiction > Genre Fiction,Christina Baker Kline,62356275,352.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.8 x 8 inches,7 ounces,4.5,A Piece of the World,14.88,Books > Literature & Fiction > Fiction > Historical,"Kline, Christina Baker",2356265,309.0,HarperCollins,English,9.25 x 6.50 x 1.00 Inches,,,1
811,1325,1854,Abaddon's Gate The Expanse,,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316129070,576.0,Orbit; First Edition edition ,English,6 x 1.5 x 9.2 inches,1.6 pounds,4.3,Abaddon's Gate,14.84,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,6129074,576.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,,1
817,1356,82,William Shakespeare's Star Wars Hardcover ,8.67,Books > Literature & Fiction > Genre Fiction,Ian Doescher,1594746370,176.0,Quirk Books ,English,5.6 x 0.7 x 8.3 inches,10.6 ounces,4.7,WILLIAM SHAKESPEARE'S THE JEDI DOTH RETURN,12.27,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 10412 >  > in > Books > # > 978 >  > in > Books > Literature & Fiction > # > 63 >  > in > Books > Literature & Fiction > Science Fiction,"DOESCHER, IAN",159474713X,168.0,Random House Inc,English,5.75 x 8.25 x 0.50 Inches,,5.0,0
818,1356,290,William Shakespeare's Star Wars Hardcover ,8.67,Books > Literature & Fiction > Genre Fiction,Ian Doescher,1594746370,176.0,Quirk Books ,English,5.6 x 0.7 x 8.3 inches,10.6 ounces,4.7,WILLIAM SHAKESPEARE'S THE PHANTOM MENACE,11.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 15499 >  > in > Books > # > 785 >  > in > Books > ARCHIVE > # > 4 >  > in > Books > ARCHIVE > Movie Tie-Ins,"DOESCHER, IAN",474806X,176.0,Random House Inc,English,5.50 x 8.75 x 1.00 Inches,,,0
821,1356,2343,William Shakespeare's Star Wars Hardcover ,8.67,Books > Literature & Fiction > Genre Fiction,Ian Doescher,1594746370,176.0,Quirk Books ,English,5.6 x 0.7 x 8.3 inches,10.6 ounces,4.7,WILLIAM SHAKESPEARE'S THE FORCE DOTH AWAKEN,9.42,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"DOESCHER, IAN",159474985X,168.0,Random House Inc,English,8.25 x 5.50 x 0.50 Inches,,,0
837,1359,1789,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,"Kiss the Girls (Alex Cross, No. 2)",7.21,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6251 >  > in > Books > # > 527 >  > in > Books > Literature & Fiction > # > 79 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6601241,496.0,Grand Central Pub Mass Market,English,7.00 x 4.50 x 1.25 Inches,,5.0,0
845,1369,1668,A Darker Shade of Magic,10.87,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,416.0,Tor Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4.4,A Darker Shade of Magic,13.44,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,5376462,416.0,Tom Doherty AssociatesTor Books,,8.25 x 5.54 x 1.13 Inches (US),,,1
848,1370,715,"Saga, Vol. 1 Paperback ",8.92,Books > Comics & Graphic Novels > Graphic Novels,Brian K Vaughan,1607066017,160.0,Image Comics ,English,6.4 x 0.5 x 10.1 inches,2.4 pounds,4.7,Saga 1,8.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 10178 >  > in > Books > # > 952 >  > in > Books > Literature & Fiction > # > 148 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,"Staples, Fiona Vaughan, Brian K.",7066010,160.0,Diamond Comic Distributors,English,6.50 x 10.25 x 0.50 Inches,,5.0,1
856,1399,541,"Assassin's Apprentice The Farseer Trilogy, Book 1",7.19,Books > Literature & Fiction > Action & Adventure,Robin Hobb,055357339X,448.0,Spectra ,English,4.2 x 1 x 6.9 inches,5.6 ounces,4.4,Assassin's Apprentice,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Hobb, Robin",055357339X,464.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,5.0,1
860,1429,178,"No Game No Life, Vol. 4 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,0
861,1429,725,"No Game No Life, Vol. 4 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8,No Game No Life 3,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385195,208.0,Yen PressYen On,English,,,,0
