_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating
858,1359,871,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,The People vs. Alex Cross,17.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,316273902,432.0,"Little, Brown and Company",English,9.62 x 6.38 x 1.38 Inches (US),,
859,1359,931,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,"Alex Cross, Run",12.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 8336 >  > in > Books > # > 751 >  > in > Books > Literature & Fiction > # > 143 >  > in > Books > Literature & Fiction > General",James Patterson,5521506,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.12 Inches (US),,
863,1359,1411,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,"Alex Cross, Run",14.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,161969817X,,Hachette Audio,English,,,
864,1359,1683,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,Alex Cross,13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,552353X,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
865,1359,1789,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,"Kiss the Girls (Alex Cross, No. 2)",7.21,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6251 >  > in > Books > # > 527 >  > in > Books > Literature & Fiction > # > 79 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6601241,496.0,Grand Central Pub Mass Market,English,7.00 x 4.50 x 1.25 Inches,,5.0
866,1359,2048,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,Cross Justice,7.57,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,5585135,528.0,Grand Central Pub Mass Market,English,7.75 x 4.25 x 1.25 Inches,,
867,1359,2086,Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528.0,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4.6,"Mary, Mary (Alex Cross Novels)",7.1,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 7967 >  > in > Books > # > 717 >  > in > Books > Literature & Fiction > # > 103 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6619039,435.0,Grand Central Pub Mass Market,English,7.50 x 4.25 x 1.25 Inches,,
868,1362,156,Tom Clancy True Faith and Allegiance A Jack Ryan Novel,6.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mark Greaney,1101988835,736.0,Berkley; Reprint edition ,English,4.2 x 1.5 x 7.6 inches,11.2 ounces,4.6,Tom Clancy True Faith and Allegiance,6.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Mark Greaney,1101988835,736.0,BerkleyPenguin Publishing Group,English,7.56 x 4.25 x 1.51 Inches (US),,
869,1362,2016,Tom Clancy True Faith and Allegiance A Jack Ryan Novel,6.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mark Greaney,1101988835,736.0,Berkley; Reprint edition ,English,4.2 x 1.5 x 7.6 inches,11.2 ounces,4.6,Tom Clancy Commander in Chief,8.99,Books > Literature & Fiction > Fiction > War & Military,Mark Greaney,1988810,800.0,BerkleyPenguin Publishing Group,English,7.50 x 4.25 x 1.73 Inches (US),,
870,1367,2113,The Whispering Room,17.63,Books > Literature & Fiction > Action & Adventure,Dean Koontz,345546806,528.0,Bantam ,English,6.3 x 1.7 x 9.6 inches,1.7 pounds,4.6,The Whispering Room,17.63,Books > Literature & Fiction > Fiction > Action & Adventure,"Koontz, Dean R.",345546806,512.0,Random House Inc,English,9.25 x 6.12 x 1.28 Inches,,
871,1368,873,Night School,8.99,Books > Literature & Fiction > Action & Adventure,Lee Child,804178828,496.0,Dell; 1st Printing edition ,English,4.1 x 1.2 x 7.5 inches,9.3 ounces,4.0,Night School,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",CHILD LEE,4178821,496.0,Random House,English,7.75 x 4.25 x 1.25 Inches,,
872,1369,1136,A Darker Shade of Magic,10.87,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,416.0,Tor Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4.4,A Darker Shade of Magic,15.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,5376457,400.0,Tom Doherty AssociatesTor Books,English,213.61 x 5.78 x 1.36 Millimeters,,
873,1369,1668,A Darker Shade of Magic,10.87,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,416.0,Tor Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4.4,A Darker Shade of Magic,13.44,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,5376462,416.0,Tom Doherty AssociatesTor Books,,8.25 x 5.54 x 1.13 Inches (US),,
874,1369,2091,A Darker Shade of Magic,10.87,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,416.0,Tor Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4.4,A Darker Shade of Magic Collector's Edition ,19.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,765399113,432.0,Tom Doherty AssociatesTor Books,English,8.54 x 147.57 x 34.67 Inches (US),,
876,1370,715,"Saga, Vol. 1 Paperback ",8.92,Books > Comics & Graphic Novels > Graphic Novels,Brian K Vaughan,1607066017,160.0,Image Comics ,English,6.4 x 0.5 x 10.1 inches,2.4 pounds,4.7,Saga 1,8.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 10178 >  > in > Books > # > 952 >  > in > Books > Literature & Fiction > # > 148 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,"Staples, Fiona Vaughan, Brian K.",7066010,160.0,Diamond Comic Distributors,English,6.50 x 10.25 x 0.50 Inches,,5.0
877,1377,1831,"Dark Legacy Carpathian Novel, A",17.7,Books > Literature & Fiction > Genre Fiction,Christine Feehan,399583998,416.0,Berkley; First Edition edition ,English,6.2 x 1.3 x 9.3 inches,1.4 pounds,4.8,Dark Legacy,17.7,Books > Literature & Fiction > Fiction > Romance > Paranormal,Christine Feehan,399583998,416.0,BerkleyPenguin Publishing Group,English,9.31 x 6.38 x 1.38 Inches (US),,
878,1380,2216,Junkyard Dogs,13.14,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143119532,352.0,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.7 inches,8.5 ounces,4.7,Junkyard Dogs ,13.14,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Craig Johnson,311953X,352.0,Penguin BooksPenguin Publishing Group,English,,,
879,1381,1337,Hell Is Empty,12.62,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143120980,352.0,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.7 inches,8.8 ounces,4.5,Hell Is Empty ,9.58,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Craig Johnson,3120985,352.0,Penguin BooksPenguin Publishing Group,English,,,
880,1391,1144,The Man in the High Castle Paperback ,11.94,Books > Science Fiction & Fantasy > Science Fiction,Philip K. Dick,547572484,288.0,Mariner Books; Reissue edition ,English,5.3 x 0.7 x 8 inches,6.4 ounces,3.5,The Man in the High Castle (Tie-In),12.61,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,8849865,288.0,Houghton Mifflin HarcourtMariner Books,English,203.20 x 5.31 x 18.21 Millimeters,,
881,1391,1273,The Man in the High Castle Paperback ,11.94,Books > Science Fiction & Fantasy > Science Fiction,Philip K. Dick,547572484,288.0,Mariner Books; Reissue edition ,English,5.3 x 0.7 x 8 inches,6.4 ounces,3.5,The Man in the High Castle,12.65,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,7572484,288.0,Houghton Mifflin HarcourtMariner Books,English,203.20 x 5.31 x 16.89 Millimeters,,5.0
882,1391,1918,The Man in the High Castle Paperback ,11.94,Books > Science Fiction & Fantasy > Science Fiction,Philip K. Dick,547572484,288.0,Mariner Books; Reissue edition ,English,5.3 x 0.7 x 8 inches,6.4 ounces,3.5,The Man in the High Castle,12.76,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,4916089,288.0,Houghton Mifflin Harcourt,English,8.25 x 139.70 x 24.28 Inches (US),,
884,1399,541,"Assassin's Apprentice The Farseer Trilogy, Book 1",7.19,Books > Literature & Fiction > Action & Adventure,Robin Hobb,055357339X,448.0,Spectra ,English,4.2 x 1 x 6.9 inches,5.6 ounces,4.4,Assassin's Apprentice,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Hobb, Robin",055357339X,464.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,5.0
886,1421,691,Past Perfect,12.15,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101883979,304.0,Delacorte Press; First Edition first Printing edition ,English,6.3 x 1 x 9.5 inches,1.1 pounds,3.6,Past Perfect,12.26,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101883979,282.0,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,
887,1424,66,The Longmire Mystery Series Boxed Set Volumes 1-11,110.55,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143129600,3840.0,Penguin Books; Box edition ,English,7.2 x 5.2 x 8 inches,6.3 pounds,4.7,The Walt Longmire Mystery Series Boxed Set Volumes 1-4,41.81,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 2742 >  > in > Books > # > 209 >  > in > Books > Literature & Fiction > # > 29 >  > in > Books > Literature & Fiction > Mystery & Suspense",Craig Johnson,7508775,,Penguin BooksPenguin Publishing Group,English,7.14 x 5.20 x 2.90 Inches (US),,4.0
888,1429,178,"No Game No Life, Vol. 4 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,
889,1429,725,"No Game No Life, Vol. 4 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8,No Game No Life 3,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385195,208.0,Yen PressYen On,English,,,
890,1429,2205,"No Game No Life, Vol. 4 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8,No Game No Life,12.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,316385263,240.0,Yen PressYen On,,,,
891,1444,814,Worth Dying For Jack Reacher,8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246296,544.0,Dell; Reprint edition ,English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4.5,WORTH DYING FOR,8.23,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7680 >  > in > Books > # > 693 >  > in > Books > Literature & Fiction > # > 128 >  > in > Books > Literature & Fiction > General","CHILD, LEE",246295,544.0,Random House,English,7.40 x 4.10 x 1.50 Inches,,
892,1444,1287,Worth Dying For Jack Reacher,8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246296,544.0,Dell; Reprint edition ,English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4.5,Lee Child Jack Reacher Books 1-3,21.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Lee Child,5154115,,BerkleyPenguin Publishing Group,English,7.60 x 4.35 x 3.63 Inches (US),,
893,1448,281,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,A Storm of Swords,68.59,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 3413 >  > in > Books > # > 266 >  > in > Books > Literature & Fiction > # > 16 >  > in > Books > Literature & Fiction > Science Fiction,"Martin, George R. R. Dotrice, Roy",449011909,,Random House,English,5.25 x 6.00 x 4.00 Inches,,5.0
894,1448,998,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,A Storm of Swords,8.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 1621 >  > in > Books > # > 109 >  > in > Books > Literature & Fiction > # > 15 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",055357342X,1177.0,Random House,English,6.90 x 4.25 x 1.50 Inches,,5.0
896,1448,1159,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,A Storm of Swords,14.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 9433 >  > in > Books > # > 863 >  > in > Books > Literature & Fiction > # > 76 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3381706,1008.0,Random House Inc,English,6.25 x 9.50 x 2.00 Inches,,5.0
898,1448,2272,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,STORM OF SWORDS MTI,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"MARTIN, GEORGE R.R.",034554398X,1216.0,Random House,English,7.00 x 4.25 x 2.00 Inches,,
899,1448,2372,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,A Storm of Swords,25.9,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 1744 >  > in > Books > # > 121 >  > in > Books > Literature & Fiction > # > 16 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3106630,973.0,Random House Inc,English,6.50 x 9.50 x 2.25 Inches,,5.0
900,1448,2471,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,"A Game of Thrones (A Song of Ice and Fire, Book 1) (Paperback)",17.79,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Martin, George R. R.",7548230,,HarperCollins Publishers,,,,
901,1452,1297,A Conjuring of Light,11.59,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765387476,640.0,Tor Books; Reprint edition ,English,5.5 x 1.7 x 8.2 inches,1.2 pounds,4.7,A Conjuring of Light,12.38,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,765387476,640.0,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 1.75 Inches (US),,
902,1462,2657,DC Super Heroes,22.14,"Books > Children's Books > Activities, Crafts & Games",Matthew Reinhart,316019984,12.0,"Little, Brown and Company; Pop edition ",English,8.4 x 3.2 x 10.5 inches,2.1 pounds,4.8,Dc Super Heroes,22.14,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Matthew Reinhart,6019986,12.0,"Little, Brown and Company",English,10.50 x 8.50 x 3.75 Inches (US),,3.8
903,1465,322,Fire Touched A Mercy Thompson Novel,7.19,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425256294,320.0,Ace; Reissue edition ,English,4.1 x 0.9 x 6.8 inches,5 ounces,4.8,Fire Touched,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,5256292,320.0,AcePenguin Publishing Group,English,,,5.0
905,1471,28,Gone Tomorrow Jack Reacher,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243688,576.0,Dell; Reprint edition ,English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4.5,Gone Tomorrow,18.03,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Child, Lee, Shale, Kerry",184657160X,,Cornerstone,,,,
906,1471,1287,Gone Tomorrow Jack Reacher,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243688,576.0,Dell; Reprint edition ,English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4.5,Lee Child Jack Reacher Books 1-3,21.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Lee Child,5154115,,BerkleyPenguin Publishing Group,English,7.60 x 4.35 x 3.63 Inches (US),,
907,1471,1296,Gone Tomorrow Jack Reacher,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243688,576.0,Dell; Reprint edition ,English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4.5,Gone Tomorrow,7.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6365 >  > in > Books > # > 540 >  > in > Books > Literature & Fiction > # > 82 >  > in > Books > Literature & Fiction > Mystery & Suspense","CHILD, LEE",243687,576.0,Random House,English,7.50 x 4.00 x 1.50 Inches,,
908,1476,760,The Spy Who Came in from the Cold,13.33,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143124757,240.0,Penguin Books; Reprint edition ,English,5.5 x 0.6 x 8.2 inches,7.8 ounces,4.4,The Spy Who Came in from the Cold ,13.33,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",John le Carr,3124754,240.0,Penguin BooksPenguin Publishing Group,English,,,
910,1479,417,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Roses Are Red (Alex Cross),7.2,Books > Literature & Fiction > Fiction > Psychological > Best seller ranking: > # > 4176 >  > in > Books > # > 26 >  > in > Books > Mystery & Suspense > # > 14 >  > in > Books > Mystery & Suspense > Thrillers,James Patterson,6605487,400.0,Grand Central Pub Mass Market,English,6.75 x 4.25 x 1.00 Inches,,4.3333
911,1479,522,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Cross Country (Alex Cross),9.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5992 >  > in > Books > # > 44 >  > in > Books > Mystery & Suspense > # > 6 >  > in > Books > Mystery & Suspense > Suspense",James Patterson,044653630X,448.0,VisionGrand Central Publishing,English,7.75 x 4.25 x 1.50 Inches (US),,5.0
912,1479,583,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Cat & Mouse (Alex Cross),7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 9377 >  > in > Books > # > 127 >  > in > Books > General",James Patterson,6606187,480.0,Grand Central Pub Mass Market,English,7.00 x 4.00 x 1.00 Inches,,
913,1479,585,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,KILL ALEX CROSS,9.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 3430 >  > in > Books > # > 19 >  > in > Books > Mystery & Suspense > # > 10 >  > in > Books > Mystery & Suspense > Thrillers",James Patterson,145551019X,400.0,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),,5.0
914,1479,627,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Merry Christmas, Alex Cross",7.86,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,5544958,320.0,Grand Central Publishing,English,,,5.0
916,1479,871,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,The People vs. Alex Cross,17.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,316273902,432.0,"Little, Brown and Company",English,9.62 x 6.38 x 1.38 Inches (US),,
917,1479,931,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Alex Cross, Run",12.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 8336 >  > in > Books > # > 751 >  > in > Books > Literature & Fiction > # > 143 >  > in > Books > Literature & Fiction > General",James Patterson,5521506,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.12 Inches (US),,
918,1479,952,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Alex Cross, Run",8.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 2654 >  > in > Books > # > 203 >  > in > Books > Literature & Fiction > # > 35 >  > in > Books > Literature & Fiction > General",James Patterson,6571846,416.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
919,1479,1105,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Four Blind Mice (Alex Cross),7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6823 >  > in > Books > # > 604 >  > in > Books > Literature & Fiction > # > 111 >  > in > Books > Literature & Fiction > General",James Patterson,6613262,416.0,Grand Central Publishing,English,6.75 x 4.25 x 1.12 Inches (US),,
920,1479,1406,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"I, Alex Cross",9.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5107 >  > in > Books > # > 419 >  > in > Books > Literature & Fiction > # > 57 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6561969,400.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.00 Inches (US),,
921,1479,1411,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Alex Cross, Run",14.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,161969817X,,Hachette Audio,English,,,
922,1479,1561,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Cross the Line,16.82,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",James Patterson,6407098,400.0,"Little, Brown and Company",English,9.50 x 6.50 x 1.50 Inches (US),,4.0
923,1479,1683,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Alex Cross,13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,552353X,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
924,1479,1789,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Kiss the Girls (Alex Cross, No. 2)",7.21,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6251 >  > in > Books > # > 527 >  > in > Books > Literature & Fiction > # > 79 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6601241,496.0,Grand Central Pub Mass Market,English,7.00 x 4.50 x 1.25 Inches,,5.0
