_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating
8318,1755,1199,The Crush Mass Market Paperback ,4.96,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sandra Brown,1478948078,464.0,Grand Central Publishing ,English,4.2 x 1.2 x 6.8 inches,7.8 ounces,4.4,"CRUSH, THE",4.96,Books > Literature & Fiction > Fiction > Romance > Suspense,Sandra Brown,1478948078,464.0,Grand Central Publishing,English,6.75 x 4.25 x 1.25 Inches (US),,
8454,614,1217,X A Kinsey Millhone Novel,8.49,"Books > Mystery, Thriller & Suspense > Mystery",Sue Grafton,1101981873,512.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 1 x 7.5 inches,9.8 ounces,4.3,X,8.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Sue Grafton,1101981873,512.0,Penguin Publishing GroupG.P. Putnam's Sons,,7.50 x 4.25 x 1.06 Inches (US),,5.0
8489,1222,1221,The Crooked Staircase,19.22,Books > Literature & Fiction > Action & Adventure,Dean Koontz,052548342X,,Bantam ,English,6.1 x 1.3 x 9.2 inches,1.8 pounds,,The Crooked Staircase,18.3,Books > Summer Reading Books > Beach Reads,"Koontz, Dean R.",052548342X,480.0,Random House Inc,English,9.25 x 6.12 x 1.28 Inches,,
8563,2366,1228,"Hunting Ground Alpha & Omega, Book 2",7.99,Books > Science Fiction & Fantasy > Fantasy,Patricia Briggs,044101738X,320.0,Ace ,English,4.2 x 0.8 x 6.8 inches,4.8 ounces,4.7,Hunting Ground,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,044101738X,320.0,AcePenguin Publishing Group,English,,,4.0
8728,216,1252,Chicago,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",David Mamet,62797190,,Custom House; 1st Edition edition ,English,6 x 1.1 x 9 inches,1.1 pounds,2.6,Chicago,17.7,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,"Mamet, David",62797190,332.0,HarperCollins,English,9.25 x 6.25 x 1.00 Inches,,
8790,373,1259,A Stranger in the House Hardcover ,14.65,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,073522112X,,Pamela Dorman Books ,English,6.3 x 1.1 x 9.3 inches,1.2 pounds,4.1,A Stranger in the House,14.65,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Shari Lapena,073522112X,320.0,Penguin Publishing GroupPamela Dorman Books,English,,,
8893,2937,1278,Fairytale,16.33,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101884061,288.0,Delacorte Press ,English,6.3 x 1.1 x 9.6 inches,1.2 pounds,4.3,Fairytale,16.33,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101884061,275.0,Random House Inc,English,9.50 x 6.50 x 1.00 Inches,,
8894,81,1279,The Witcher Boxed Set,25.33,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,316438979,1216.0,Orbit; Translation edition ,English,5.5 x 3.2 x 8.4 inches,2.3 pounds,4.4,The Witcher Set,29.65,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Andrzej Sapkowski,316438979,1216.0,Orbit,English,8.38 x 5.50 x 3.25 Inches (US),,
9076,1452,1297,A Conjuring of Light,11.59,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765387476,640.0,Tor Books; Reprint edition ,English,5.5 x 1.7 x 8.2 inches,1.2 pounds,4.7,A Conjuring of Light,12.38,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,765387476,640.0,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 1.75 Inches (US),,
9078,2294,1298,The Ladies of Ivy Cottage Tales from Ivy Hill,8.91,Books > Christian Books & Bibles > Literature & Fiction,Julie Klassen,764218158,448.0,Bethany House Publishers ,English,5.5 x 1.1 x 8.3 inches,7.7 ounces,4.4,The Ladies of Ivy Cottage,8.9,Books > Literature & Fiction > Fiction > Romance > Historical,"Klassen, Julie",764218158,444.0,Baker Pub Group,English,8.50 x 5.50 x 1.10 Inches,,2.0
9095,11,1301,"Sing, Unburied, Sing",14.79,Books > Literature & Fiction > Genre Fiction,Jesmyn Ward,1501126067,,Scribner; First Edition/First Printing edition ,English,5.5 x 1.2 x 8.4 inches,1 pounds,4.4,"Sing, Unburied, Sing ",21.24,Books > Literature & Fiction > Fiction > Literary,Jesmyn Ward,1501126067,304.0,Scribner,English,8.38 x 139.70 x 1.20 Inches (US),,
9120,97,1314,Claws for Concern Cat in the Stacks Mystery,17.1,"Books > Mystery, Thriller & Suspense > Mystery",Miranda James,042527778X,,Berkley ,English,6.4 x 1 x 9.3 inches,1 pounds,4.6,Claws for Concern,19.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Miranda James,042527778X,288.0,BerkleyPenguin Publishing Group,English,,,
9183,407,1329,The Rules of Magic,17.4,Books > Literature & Fiction > Genre Fiction,Alice Hoffman,1501137476,,Simon & Schuster; First Edition edition ,English,6.2 x 1.1 x 9.2 inches,1.3 pounds,4.3,The Rules of Magic,21.27,Books > Literature & Fiction > Fiction > Literary,Alice Hoffman,1501137476,384.0,Simon &amp; Schuster,English,9.25 x 158.75 x 1.10 Inches (US),,
9252,42,1343,Red Sparrow,8.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jason Matthews,1501168916,576.0,Pocket Books; Media Tie-In edition ,English,4.1 x 1.3 x 7.5 inches,10.9 ounces,4.4,RED SPARROW (MTI),8.58,Books > Literature & Fiction > Fiction > Media Tie-Ins,Jason Matthews,1501168916,576.0,Pocket Books,English,190.50 x 104.78 x 1.20 Millimeters,,
9400,591,1361,The Late Show Paperback ,14.39,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455524239,448.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.2 x 8 inches,12 ounces,4.3,The Late Show,13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Michael Connelly,1455524239,448.0,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
9430,920,1365,Unbound A Stone Barrington Novel,15.51,Books > Literature & Fiction > Action & Adventure,Stuart Woods,735217173,320.0,G.P. Putnam's Sons ,English,6.3 x 1.3 x 9.3 inches,1.1 pounds,4.5,Unbound,15.51,Books > Literature & Fiction > Fiction > Action & Adventure,"Woods, Stuart",735217173,311.0,Penguin Group USA,English,9.00 x 6.00 x 1.25 Inches,,
9492,559,1377,Census Hardcover ,23.39,Books > Literature & Fiction > Genre Fiction,Jesse Ball,006267613X,,Ecco ,English,5.5 x 0.9 x 8.2 inches,14.2 ounces,5.0,Census,23.39,Books > Literature & Fiction > Fiction > Literary,"Ball, Jesse",006267613X,272.0,HarperCollins,English,8.50 x 5.75 x 1.00 Inches,,
9506,2235,1386,Karolina's Twins,11.7,Books > Literature & Fiction > Genre Fiction,Ronald H. Balson,1250089042,320.0,St. Martin's Griffin; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,1 pounds,4.7,Karolina's Twins ,13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Legal",Ronald H. Balson,1250089042,320.0,St. Martin's PressSt. Martin's Griffin,,8.16 x 5.53 x 21.46 Inches (US),,
9545,1095,1388,The First Kiss of Spring,7.99,Books > Literature & Fiction > United States,Emily March,1250131707,368.0,St. Martin's Paperbacks ,English,4.2 x 1 x 7 inches,6.1 ounces,4.5,"FIRST KISS OF SPRING, THE",7.99,Books > Literature & Fiction > Fiction > Romance > Contemporary,Emily March,1250131707,304.0,St. Martin's PressSt. Martin's Paperbacks,,,,
9616,293,1405,The Family Lawyer Paperback ,11.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1538711338,496.0,Grand Central Publishing; First Edition edition ,English,5.5 x 1.4 x 8.1 inches,13.8 ounces,4.0,The Family Lawyer,12.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Legal",James Patterson,1538711338,496.0,Grand Central Publishing,English,8.12 x 5.50 x 1.38 Inches (US),,
9760,421,1414,Stars of Fortune Guardians Trilogy,10.52,Books > Literature & Fiction > United States,Nora Roberts,425280101,336.0,Berkley ,English,5.6 x 0.7 x 8.2 inches,9.6 ounces,4.5,Stars of Fortune,10.52,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 1600 >  > in > Books > # > 31 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > General,"Roberts, Nora",425280101,,Penguin Group USA,English,,,4.6667
9826,1020,1419,Feversong,6.47,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,399593659,576.0,Dell; Reprint edition ,English,4.3 x 1.3 x 6.9 inches,10.2 ounces,4.8,FEVERSONG,6.47,Books > Literature & Fiction > Fiction > Romance > Paranormal,"MONING, KAREN MARIE",399593659,576.0,Random House,English,4.18 x 6.87 x 8.00 Inches,,
9888,870,1428,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 10 light novel",9.8,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,316442453,304.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,10.7 ounces,4.6,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316442453,304.0,Yen PressYen On,English,,,
9979,693,1439,Hot and Badgered The Honey Badgers,13.03,Books > Literature & Fiction > United States,Shelly Laurenston,1496714342,432.0,Kensington ,English,5.5 x 1.1 x 8.3 inches,13.1 ounces,4.6,Hot and Badgered,13.03,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Laurenston, Shelly",1496714342,400.0,Kensington Pub Corp,English,8.25 x 5.50 x 1.25 Inches (US),,
9995,234,1445,Need to Know,16.47,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Cleveland,1524797022,,Ballantine Books ,English,6.4 x 1.1 x 9.5 inches,1.2 pounds,4.4,Need to Know,14.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Cleveland, Karen",1524797022,290.0,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,
10143,159,1480,Gwendy's Button Box,11.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King Richard Chizmar,1501188291,176.0,Gallery Books; Reprint edition ,English,5.3 x 0.4 x 8.2 inches,5 ounces,4.3,Gwendy's Button Box,12.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Supernatural",Richard Chizmar Stephen King,1501188291,176.0,Gallery Books,English,8.25 x 5.31 x 0.40 Inches (US),,
10211,1881,1485,The Return of the King,10.73,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,054792819X,432.0,Mariner Books; Reissue edition ,English,5.5 x 1 x 8.2 inches,14.4 ounces,4.7,The Return of the King ,11.64,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,054792819X,432.0,Houghton Mifflin HarcourtMariner Books,English,8.25 x 139.70 x 26.57 Inches (US),,
10221,1640,1489,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 light novel",11.97,Books > Teen & Young Adult > Literature & Fiction,Fujino Omori,316562645,272.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4.4,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316562645,272.0,Yen PressYen On,English,,,5.0
10237,1585,1490,The Closers Harry Bosch,8.0,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,145555071X,496.0,Grand Central Publishing ,English,4.2 x 1 x 7.8 inches,9.1 ounces,4.6,The Closers,8.0,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,145555071X,496.0,Grand Central Publishing,English,7.75 x 4.25 x 1.00 Inches (US),,
10259,1596,1494,Tom Clancy Power and Empire A Jack Ryan Novel,16.76,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Marc Cameron,735215898,592.0,G.P. Putnam's Sons; First Edition edition ,English,6.2 x 1.8 x 9.3 inches,1.8 pounds,4.1,Tom Clancy Power and Empire,16.76,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","CAMERON, MARC",735215898,592.0,Penguin Group USA,English,9.25 x 6.25 x 1.75 Inches,,
10285,1969,1499,Mind Game,19.03,"Books > Mystery, Thriller & Suspense > Mystery",Iris Johansen,1250075858,384.0,St. Martin's Press; 1st edition ,English,6.4 x 1.3 x 9.6 inches,1.3 pounds,4.6,Mind Game,21.68,Books > Walmart Best Sellers,Iris Johansen,1250075858,384.0,St. Martin's Press,English,9.25 x 155.57 x 1.28 Inches (US),,
10286,754,1501,Phasma Star Wars,17.69,Books > Science Fiction & Fantasy > Science Fiction,Delilah S. Dawson,152479631X,400.0,Del Rey ,English,6.3 x 1.4 x 9.5 inches,1.6 pounds,3.9,PHASMA (STAR WARS),17.69,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"DAWSON, DELILAH S.",152479631X,400.0,Random House Inc,English,9.75 x 7.50 x 1.25 Inches,,
10295,70,1503,Lincoln in the Bardo,10.7,Books > Literature & Fiction > Genre Fiction,George Saunders,812985400,368.0,Random House Trade Paperbacks; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,11.4 ounces,3.6,Lincoln in the Bardo,10.7,Books > Literature & Fiction > Fiction > Historical,"Saunders, George",812985400,350.0,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,
10296,2248,1507,Victoria,13.59,Books > Literature & Fiction > Genre Fiction,Daisy Goodwin,1250045479,432.0,St. Martin's Griffin; Reprint edition ,English,5.7 x 1.3 x 8.2 inches,14.4 ounces,4.3,Victoria ,14.57,Books > Literature & Fiction > Fiction > Historical,Daisy Goodwin,1250045479,432.0,St. Martin's PressSt. Martin's Griffin,English,8.25 x 139.70 x 1.27 Inches (US),,
10321,1559,1509,Nothing to Lose Jack Reacher,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,044024367X,560.0,Dell; Reprint edition ,English,4.2 x 1.4 x 7.5 inches,10.4 ounces,3.9,NOTHING TO LOSE,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 8862 >  > in > Books > # > 74 >  > in > Books > Mystery & Suspense > # > 29 >  > in > Books > Mystery & Suspense > Thrillers","CHILD, LEE",044024367X,560.0,Random House,English,7.50 x 4.50 x 1.25 Inches,,
10429,2774,1521,Saved Honor Bound,13.12,Books > Literature & Fiction > Erotica,Angel Payne,1947222228,281.0,Waterhouse Press ,English,5.5 x 0.8 x 8 inches,11.7 ounces,4.3,Saved,13.12,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Payne, Angel",1947222228,281.0,Ingram Pub Services,English,8.00 x 5.50 x 0.75 Inches,,
10536,1124,1543,The Eyes of the Dragon,11.59,Books > Literature & Fiction > Action & Adventure,Stephen King,1501192205,384.0,Gallery Books; Reprint edition ,English,5.3 x 1 x 8.2 inches,10.1 ounces,4.5,The Eyes of the Dragon,13.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Stephen King,1501192205,384.0,Gallery Books,English,209.55 x 134.94 x 1.00 Inches,,
10553,2945,1544,Misadventures on the Night Shift Misadventures Series,9.33,Books > Literature & Fiction > United States,Lauren Rowe,1943893438,280.0,Waterhouse Press ,English,5.5 x 0.8 x 8 inches,13.6 ounces,4.6,Misadventures on the Night Shift,9.33,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Rowe, Lauren",1943893438,243.0,Ingram Pub Services,English,8.00 x 5.50 x 0.75 Inches,,
10759,241,1576,City of Endless Night Agent Pendergast series,19.04,Books > Literature & Fiction > Genre Fiction,Douglas Preston,1455536946,,Grand Central Publishing; 1 edition ,English,6.5 x 1.2 x 9.4 inches,1.2 pounds,4.3,City of Endless Night,21.62,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Douglas Preston Lincoln Child,1455536946,368.0,Grand Central Publishing,English,9.38 x 6.50 x 1.25 Inches (US),,
11034,2823,1628,My Everything,5.38,Books > Romance > Contemporary,Heidi McLaughlin,615788084,88.0,Heidi McLaughlin ,English,6 x 0.2 x 9 inches,6.4 ounces,4.3,My Everything,5.38,Books > Literature & Fiction > Fiction > Romance > Contemporary,"McLaughlin, Heidi",615788084,88.0,Heidi McLaughlin,English,6.00 x 0.18 x 9.00 Inches,,
11102,20,1641,Artemis,16.63,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Andy Weir,553448129,,Crown; F First Edition edition ,English,6.4 x 1.1 x 9.5 inches,1.2 pounds,3.9,Artemis,16.63,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Weir, Andy",553448129,305.0,Random House Inc,English,9.50 x 6.25 x 1.25 Inches,,
11127,575,1644,The Lies of Locke Lamora Gentleman Bastards,8.09,Books > Literature & Fiction > Action & Adventure,Scott Lynch,055358894X,736.0,Del Rey; Reprint edition ,English,4.2 x 1.2 x 6.9 inches,12 ounces,4.4,The Lies of Locke Lamora,8.09,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Lynch, Scott",055358894X,722.0,Random House,English,6.90 x 4.25 x 1.10 Inches,,3.0
11215,1523,1660,The Litigators,8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,034553056X,496.0,Dell; Reprint edition ,English,4.2 x 1.2 x 7.6 inches,9.6 ounces,4.3,The Litigators,8.23,Books > Literature & Fiction > Fiction > Legal > Best seller ranking: > # > 2890 >  > in > Books > # > 13 >  > in > Books > Mystery & Suspense > # > 7 >  > in > Books > Mystery & Suspense > Thrillers,John Grisham,034553056X,488.0,Bantam Dell,English,7.75 x 4.25 x 1.25 Inches,,
11375,90,1680,The 17th Suspect Women's Murder Club,18.9,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316274046,,"Little, Brown and Company ",English,1.1 x 1.1 inches,1.7 pounds,4.5,The 17th Suspect,20.28,Books > Mother's Day Books > Mother's Day Gift Guide Books,James Patterson,316274046,368.0,"Little, Brown and Company",English,,,
11558,1208,1706,The Bishop's Pawn,18.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Steve Berry,1250140226,,Minotaur Books ,English,6.1 x 1.3 x 9.3 inches,1.2 pounds,3.7,The Bishop's Pawn,20.28,Books > Summer Reading Books > Beach Reads,Steve Berry,1250140226,352.0,St. Martin's PressMinotaur Books,English,9.25 x 155.57 x 1.00 Inches (US),,
11638,199,1715,Sleeping Beauties,19.64,Books > Literature & Fiction > Genre Fiction,Stephen King Owen King,150116340X,,Scribner; First Edition edition ,English,6.1 x 2.1 x 9.2 inches,2.6 pounds,4.0,Sleeping Beauties ,19.64,Books > Walmart Best Sellers,Stephen King Owen King,150116340X,720.0,Scribner,English,9.25 x 155.57 x 53.34 Inches (US),,
11731,694,1729,The Philosopher's Flight,17.68,Books > Science Fiction & Fantasy > Fantasy,Tom Miller,1476778159,432.0,Simon & Schuster ,English,6 x 1.2 x 9 inches,1.3 pounds,4.4,The Philosopher's Flight,20.34,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,Tom Miller,1476778159,432.0,Simon &amp; Schuster,English,228.60 x 6.00 x 1.25 Millimeters,,
11759,107,1737,Brief Cases Dresden Files,25.2,Books > Literature & Fiction > Short Stories & Anthologies,Jim Butcher,451492102,,Ace ,English,6 x 1.1 x 9 inches,1.5 pounds,,Brief Cases,25.2,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Jim Butcher,451492102,,AcePenguin Publishing Group,English,,,
11771,58,1738,The Alienist TNT Tie-in Edition,10.7,Books > Literature & Fiction > Genre Fiction,Caleb Carr,525510273,512.0,Random House Trade Paperbacks; Media Tie In edition ,English,5.2 x 1.1 x 7.9 inches,10.4 ounces,4.4,The Alienist,10.7,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical","Carr, Caleb",525510273,498.0,Random House Inc,English,8.00 x 6.00 x 1.25 Inches,,
11790,2968,1742,Misadventures of a College Girl Misadventures Series,11.69,Books > Literature & Fiction > United States,Lauren Rowe,1947222996,280.0,Waterhouse Press ,English,5.2 x 0.8 x 8 inches,9.4 ounces,4.9,Misadventures of a College Girl,11.69,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Rowe, Lauren",1947222996,252.0,Ingram Pub Services,English,8.00 x 5.25 x 0.75 Inches,,
11803,582,1750,Gunmetal Gray Gray Man,8.8,Books > Literature & Fiction > Action & Adventure,Mark Greaney,045148973X,528.0,Berkley; Reprint edition ,English,5.2 x 1.1 x 7.9 inches,13.4 ounces,4.6,GUNMETAL GRAY,5.07,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","GREANEY, MARK",045148973X,528.0,Penguin Group USA,English,8.00 x 5.50 x 0.75 Inches,,
11824,1593,1752,Seven Stones to Stand or Fall,20.4,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,039959342X,544.0,Delacorte Press; First Edition edition ,English,6.5 x 1.6 x 9.5 inches,1.8 pounds,4.6,Seven Stones to Stand or Fall,20.4,Books > Literature & Fiction > Fiction > Historical,Diana Gabaldon,039959342X,544.0,Paperbackshop Uk Import,English,10.00 x 7.00 x 2.25 Inches,,
11873,2048,1759,The Store Hardcover ,16.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316395455,304.0,"Little, Brown and Company; First Edition edition ",English,6.4 x 1.1 x 9.6 inches,1.1 pounds,3.3,The Store,16.5,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,316395455,304.0,"Little, Brown and Company",English,9.62 x 6.38 x 1.12 Inches (US),,
11884,1083,1761,Death's Mistress,8.15,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765388235,656.0,Tor Fantasy; Reprint edition ,English,4.2 x 1.4 x 6.9 inches,8.5 ounces,4.3,DEATH'S MISTRESS,8.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,765388235,656.0,Tom Doherty AssociatesTor Fantasy,English,6.75 x 104.78 x 1.34 Inches (US),,
11897,3087,1763,A Feast for Crows,8.39,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055358202X,1104.0,Bantam ,English,4.2 x 1.7 x 6.8 inches,1 pounds,4.2,A FEAST FOR CROWS,8.39,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 1609 >  > in > Books > # > 107 >  > in > Books > Literature & Fiction > # > 6 >  > in > Books > Literature & Fiction > Science Fiction,"MARTIN, GEORGE",055358202X,1104.0,Random House,English,7.00 x 4.50 x 1.50 Inches,,4.8571
11900,569,1764,Beneath the Sugar Sky Wayward Children,12.32,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,765393581,,Tor.com ,English,5.7 x 0.7 x 8.6 inches,9.3 ounces,4.6,Beneath the Sugar Sky,14.53,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Seanan McGuire,765393581,176.0,Tom Doherty AssociatesTor.com,English,8.25 x 139.70 x 0.69 Inches (US),,
11904,304,1765,Thrawn Star Wars,9.4,Books > Literature & Fiction > Action & Adventure,Timothy Zahn,1101967021,496.0,Del Rey; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.3 ounces,4.7,THRAWN (STAR WARS),9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"ZAHN, TIMOTHY",1101967021,496.0,,,,,
11913,511,1767,Bay of Sighs Guardians Trilogy,5.47,Books > Literature & Fiction > United States,Nora Roberts,515155918,352.0,Berkley; Reissue edition ,English,4.2 x 0.9 x 6.8 inches,6.1 ounces,4.6,Bay of Sighs,5.47,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,515155918,352.0,BerkleyPenguin Publishing Group,English,,,
12000,1629,1772,Shattered Steel Brothers Saga,9.54,Books > Literature & Fiction > United States,Helen Hardt,1943893233,300.0,Waterhouse Press ,English,5.5 x 0.8 x 8.2 inches,1 pounds,4.7,Shattered,9.54,Books > Literature & Fiction > Fiction > Romance > Suspense,"Hardt, Helen",1943893233,300.0,Ingram Pub Services,English,8.25 x 5.50 x 0.75 Inches,,
12039,979,1775,Babylon's Ashes The Expanse,11.55,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316217646,576.0,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.3 pounds,4.3,Babylon's Ashes,13.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,316217646,576.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,
12416,808,1817,The Blood Mirror Lightbringer,11.55,Books > Literature & Fiction > Action & Adventure,Brent Weeks,316251321,736.0,Orbit; Reprint edition ,English,5.6 x 2 x 8.4 inches,1.3 pounds,4.3,The Blood Mirror,12.64,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brent Weeks,316251321,736.0,Orbit,English,8.38 x 5.62 x 2.00 Inches (US),,
12428,973,1820,The Cartel Paperback ,7.73,"Books > Mystery, Thriller & Suspense > Mystery",Don Winslow,525436510,768.0,Vintage Crime/Black Lizard; F First Edition edition ,English,4.1 x 1.2 x 7.5 inches,13.6 ounces,4.5,"CARTEL, THE",7.73,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime","WINSLOW, DON",525436510,768.0,Random House,English,7.75 x 4.50 x 1.50 Inches,,
12453,3171,1825,It Devours!,10.99,Books > Literature & Fiction > Genre Fiction,Joseph Fink Jeffrey Cranor,006247605X,,Harper Perennial; First Edition edition ,English,6 x 1.2 x 9 inches,1.2 pounds,4.7,It Devours!,10.99,Books > Literature & Fiction > Fiction > Horror,"Cranor, Jeffrey Fink, Joseph",006247605X,347.0,HarperCollins,English,9.25 x 6.25 x 1.00 Inches,,
12471,1377,1831,"Dark Legacy Carpathian Novel, A",17.7,Books > Literature & Fiction > Genre Fiction,Christine Feehan,399583998,416.0,Berkley; First Edition edition ,English,6.2 x 1.3 x 9.3 inches,1.4 pounds,4.8,Dark Legacy,17.7,Books > Literature & Fiction > Fiction > Romance > Paranormal,Christine Feehan,399583998,416.0,BerkleyPenguin Publishing Group,English,9.31 x 6.38 x 1.38 Inches (US),,
