Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Wedding Cake Crumble (Cupcake Bakery Mystery) Mass Market Paperback – April 3, 2018",$6.47 ,"Books > Mystery, Thriller & Suspense > Mystery",Jenn McKinlay,399583831,288 pages,"Berkley (April 3, 2018)",English,4.2 x 0.7 x 6.8 inches,5 ounces,
"The Party: A Novel Paperback – November 28, 2017",$9.53 ,Books > Literature & Fiction > Literary,Robyn Harding,150116130X,384 pages,"Gallery/Scout Press; Reprint edition (November 28, 2017)",English,5.3 x 1 x 8.2 inches,9.9 ounces,4.0 out of 5 stars
"An Engineered Injustice (Philadelphia Legal) Paperback – January 23, 2018",$10.97 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",William L. Myers Jr.,1542046483,320 pages,"Thomas & Mercer (January 23, 2018)",English,5.5 x 1 x 8.2 inches,11 ounces,4.7 out of 5 stars
"The Hit (Will Robie Series) Paperback – September 17, 2013",$11.02 ,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455521175,432 pages,"Grand Central Publishing (September 17, 2013)",English,5.2 x 1.2 x 8 inches,12 ounces,4.4 out of 5 stars
"Down River: A Novel Paperback – March 29, 2011",$12.64 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Hart,312677383,464 pages,"St. Martin's Griffin; Reprint edition (March 29, 2011)",English,5.5 x 1.3 x 8.3 inches,1.5 pounds,4.3 out of 5 stars
"Worth Dying For (Jack Reacher) Mass Market Paperback – April 26, 2011",$8.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246296,544 pages,"Dell; Reprint edition (April 26, 2011)",English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4.5 out of 5 stars
"The Last Man: A Novel (A Mitch Rapp Novel) Mass Market Paperback – August 20, 2013",$6.83 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416595236,512 pages,"Pocket Books (August 20, 2013)",English,4.1 x 1 x 7.5 inches,9.9 ounces,4.7 out of 5 stars
"Without Merit: A Novel Paperback – October 3, 2017",$12.92 ,Books > Literature & Fiction > Genre Fiction,Colleen Hoover,1501170627,384 pages,"Atria Books (October 3, 2017)",English,5.3 x 1 x 8.2 inches,7.8 ounces,4.4 out of 5 stars
"Stay with Me: A novel Hardcover – August 22, 2017",$16.69 ,Books > Literature & Fiction > Genre Fiction,Ayobami Adebayo,451494601,272 pages,"Knopf (August 22, 2017)",English,5.8 x 1 x 8.5 inches,13.4 ounces,4.5 out of 5 stars
"A Storm of Swords (A Song of Ice and Fire, Book 3) Mass Market Paperback – March 4, 2003",$8.15 ,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216 pages,"Bantam (March 4, 2003)",English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7 out of 5 stars
"Star Wars®: Secrets of the Galaxy Deluxe Box Set Hardcover – September 27, 2016",$62.09 ,Books > Humor & Entertainment > Movies,Daniel Wallace,1452159254,,"Chronicle Books; annotated edition edition (September 27, 2016)",English,6.2 x 3.2 x 8.8 inches,3.5 pounds,4.5 out of 5 stars
"Hercule Poirot: The Complete Short Stories: A Hercule Poirot Collection with Foreword by Charles Todd (Hercule Poirot Mysteries) Paperback – September 10, 2013",$14.48 ,Books > Literature & Fiction > Short Stories & Anthologies,Agatha Christie,62251678,896 pages,"William Morrow Paperbacks; Later Printing Used edition (September 10, 2013)",English,6 x 1.4 x 9 inches,1.8 pounds,4.7 out of 5 stars
"The Sellout: A Novel Paperback – March 1, 2016",$11.45 ,Books > Humor & Entertainment > Humor,Paul Beatty,1250083257,304 pages,"Picador; Reprint edition (March 1, 2016)",English,5.5 x 0.8 x 8.3 inches,9.9 ounces,4.0 out of 5 stars
"A Conjuring of Light: A Novel (Shades of Magic) Paperback – March 13, 2018",$11.59 ,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765387476,640 pages,"Tor Books; Reprint edition (March 13, 2018)",English,5.5 x 1.7 x 8.2 inches,1.2 pounds,4.7 out of 5 stars
"The Leavers (National Book Award Finalist): A Novel Hardcover – May 2, 2017",$17.64 ,Books > Literature & Fiction > Genre Fiction,Lisa Ko,1616206888,352 pages,"Algonquin Books; 1st edition (May 2, 2017)",English,6.5 x 1.2 x 9.2 inches,1.2 pounds,4.1 out of 5 stars
"Serpentine (Anita Blake, Vampire Hunter) Hardcover – August 7, 2018",$25.20 ,Books > Literature & Fiction > Genre Fiction,Laurell K. Hamilton,425255689,576 pages,"Berkley (August 7, 2018)",English,6 x 1.4 x 9 inches,1.8 pounds,
"Othello Mass Market Paperback – January 1, 2004",$3.61 ,Books > Literature & Fiction > Dramas & Plays,William Shakespeare,743477553,314 pages,Simon & Schuster; 1st edition (July 1993),English,4.2 x 1 x 6.8 inches,1.6 ounces,4.4 out of 5 stars
"The Long Walk Paperback – February 16, 2016",$14.53 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,150114426X,416 pages,"Gallery Books; Reissue edition (February 16, 2016)",English,5.3 x 1 x 8.2 inches,10.6 ounces,4.1 out of 5 stars
"The House of Unexpected Sisters: No. 1 Ladies' Detective Agency (18) (No. 1 Ladies' Detective Agency Series) Hardcover – November 7, 2017",$12.29 ,Books > Literature & Fiction > Genre Fiction,Alexander McCall Smith,1101871377,240 pages,"Pantheon; First Edition (stated), First Printing edition (November 7, 2017)",English,6.6 x 1 x 9.5 inches,1.1 pounds,4.7 out of 5 stars
"MaddAddam (The Maddaddam Trilogy) Paperback – August 12, 2014",$9.71 ,Books > Science Fiction & Fantasy > Science Fiction,Margaret Atwood,307455483,416 pages,"Anchor; Reprint edition (August 12, 2014)",English,5.2 x 0.9 x 8 inches,12.6 ounces,4.3 out of 5 stars
"All Our Wrong Todays: A Novel Paperback – February 20, 2018",$13.25 ,Books > Literature & Fiction > Genre Fiction,Elan Mastai,1101985151,400 pages,"Dutton; Reprint edition (February 20, 2018)",English,5.3 x 0.8 x 8 inches,10.4 ounces,4.2 out of 5 stars
"The Light Fantastic (Discworld) Mass Market Paperback – January 29, 2013",$8.76 ,Books > Humor & Entertainment > Humor,Terry Pratchett,62225685,288 pages,"Harper; Reprint edition (January 29, 2013)",English,4.2 x 0.6 x 7.5 inches,5.6 ounces,4.5 out of 5 stars
"How to Draw Fantasy Art and RPG Maps: Step by Step Cartography for Gamers and Fans Paperback – September 1, 2015",$16.58 ,Books > Arts & Photography > Drawing,Jared Blando,1440340242,128 pages,"IMPACT Books (September 1, 2015)",English,8.2 x 0.4 x 10.9 inches,1 pounds,4.6 out of 5 stars
"DC Super Heroes: The Ultimate Pop-Up Book Hardcover – October 5, 2010",$22.14 ,"Books > Children's Books > Activities, Crafts & Games",Matthew Reinhart,316019984,12 pages,"Little, Brown and Company; Pop edition (October 5, 2010)",English,8.4 x 3.2 x 10.5 inches,2.1 pounds,4.8 out of 5 stars
"Autonomous: A Novel Hardcover – September 19, 2017",$17.10 ,Books > Science Fiction & Fantasy > Science Fiction,Annalee Newitz,765392070,304 pages,"Tor Books; 1st Edition edition (September 19, 2017)",English,5.8 x 1 x 8.7 inches,5.6 ounces,3.8 out of 5 stars
"Naruto: Kakashi's Story Paperback – November 3, 2015",$8.32 ,Books > Science Fiction & Fantasy > Fantasy,Akira Higashiyama,1421584409,160 pages,"VIZ Media LLC (November 3, 2015)",English,5 x 0.6 x 7.5 inches,12.6 ounces,4.3 out of 5 stars
"Fire Touched (A Mercy Thompson Novel) Mass Market Paperback – January 31, 2017",$7.19 ,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425256294,320 pages,"Ace; Reissue edition (January 31, 2017)",English,4.1 x 0.9 x 6.8 inches,5 ounces,4.8 out of 5 stars
"DC Super Friends 5-Minute Story Collection (DC Super Friends) Hardcover – September 13, 2016",$11.00 ,Books > Children's Books > Science Fiction & Fantasy,Random House,399552197,160 pages,"Random House Books for Young Readers (September 13, 2016)",English,8.1 x 0.7 x 10.8 inches,1.7 pounds,3.8 out of 5 stars
"The Scottish Prisoner: A Novel (Lord John Grey) Paperback – May 29, 2012",$12.80 ,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,385337523,560 pages,"Bantam; Reprint edition (May 29, 2012)",English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.6 out of 5 stars
"A Measure of Darkness: A Novel (Clay Edison) Hardcover – July 31, 2018",$28.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jonathan Kellerman,399594639,336 pages,"Ballantine Books (July 31, 2018)",English,6.1 x 0.8 x 9.2 inches,1.3 pounds,
"Girl, Stolen: A Novel Paperback – March 13, 2012",$8.22 ,Books > Teen & Young Adult > Literature & Fiction,April Henry,312674759,240 pages,"Square Fish; Reprint edition (March 13, 2012)",English,5.5 x 0.6 x 8.2 inches,8 ounces,4.6 out of 5 stars
"Casino Royale (James Bond Series) Paperback – October 16, 2012",$11.95 ,Books > Literature & Fiction > Action & Adventure,Ian Fleming,1612185436,188 pages,"Thomas & Mercer; Reprint edition (October 16, 2012)",English,5.4 x 0.6 x 8.2 inches,10.4 ounces,4.0 out of 5 stars
"Gone Tomorrow (Jack Reacher) Mass Market Paperback – March 23, 2010",$8.24 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243688,576 pages,"Dell; Reprint edition (March 23, 2010)",English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4.5 out of 5 stars
"Going After Cacciato Paperback – September 1, 1999",$11.49 ,Books > Literature & Fiction > Genre Fiction,Tim O'Brien,767904427,352 pages,"Broadway Books; Reprint edition (September 1, 1999)",English,5.1 x 0.8 x 8 inches,8.8 ounces,3.9 out of 5 stars
"Four Funerals and Maybe a Wedding (A Royal Spyness Mystery) Hardcover – August 7, 2018",$26.00 ,"Books > Mystery, Thriller & Suspense > Mystery",Rhys Bowen,425283526,304 pages,"Berkley (August 7, 2018)",English,6 x 0.8 x 9 inches,1.2 pounds,
"Breaking Point (A Joe Pickett Novel) Paperback – March 4, 2014",$9.32 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,425264602,464 pages,"G.P. Putnam's Sons; Reprint edition (March 4, 2014)",English,4.3 x 0.9 x 7.6 inches,7.8 ounces,4.7 out of 5 stars
"The People's House Paperback – August 15, 2016",$13.99 ,Books > Literature & Fiction > Genre Fiction,David Pepper,1619845121,400 pages,"St. Helena Press (August 15, 2016)",English,5.5 x 0.7 x 8.5 inches,1.2 pounds,4.6 out of 5 stars
"The Spy Who Came in from the Cold: A George Smiley Novel (George Smiley Novels) Paperback – September 3, 2013",$13.33 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143124757,240 pages,"Penguin Books; Reprint edition (September 3, 2013)",English,5.5 x 0.6 x 8.2 inches,7.8 ounces,4.4 out of 5 stars
"The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny Paperback – April 21, 1999",$12.64 ,Books > Religion & Spirituality > Worship & Devotion,Robin Sharma,62515675,198 pages,"HarperSanFrancisco (April 2, 1999)",English,5.3 x 0.5 x 8 inches,11 ounces,4.3 out of 5 stars
"Wilderness Essays Hardcover – April 1, 2012",$13.78 ,Books > Literature & Fiction > Essays & Correspondence,John Muir,1423607120,288 pages,"Gibbs Smith; Revised edition (April 1, 2011)",English,5.5 x 1.2 x 8.8 inches,15.2 ounces,4.5 out of 5 stars
"Cross the Line (Alex Cross) Mass Market Paperback – September 26, 2017",$6.08 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400 pages,"Vision (September 26, 2017)",English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5 out of 5 stars
"The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy) Mass Market Paperback – August 12, 1987",$6.55 ,Books > Literature & Fiction > Genre Fiction,Michael Shaara,345348109,355 pages,"Ballantine Books (August 12, 1987)",English,4.2 x 1 x 6.9 inches,6.4 ounces,4.7 out of 5 stars
"Luckiest Girl Alive: A Novel Paperback – April 5, 2016",$10.28 ,Books > Literature & Fiction > Women's Fiction,Jessica Knoll,1476789649,368 pages,"Simon & Schuster; Reprint edition (April 5, 2016)",English,5.5 x 1 x 8.4 inches,11.4 ounces,3.6 out of 5 stars
"The Family Gathering (Sullivan's Crossing) Hardcover – April 17, 2018",$24.29 ,Books > Literature & Fiction > Genre Fiction,Robyn Carr,778330761,352 pages,"MIRA (April 17, 2018)",English,6.1 x 1.2 x 9.2 inches,1.3 pounds,
"The Gray Man Paperback – September 29, 2009",$9.28 ,Books > Literature & Fiction > Action & Adventure,Mark Greaney,051514701X,464 pages,"Berkley; Original edition (September 29, 2009)",English,4.2 x 1 x 7.5 inches,9.6 ounces,4.2 out of 5 stars
"You Are Here: An Owner's Manual for Dangerous Minds Paperback – March 7, 2017",$8.98 ,Books > Literature & Fiction > History & Criticism,Jenny Lawson,125011988X,160 pages,"Flatiron Books; Clr Csm edition (March 7, 2017)",English,8.5 x 0.5 x 10.1 inches,14.1 ounces,4.8 out of 5 stars
"Brilliance (The Brilliance Trilogy) Paperback – July 16, 2013",$5.98 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Marcus Sakey,1611099692,439 pages,"Thomas & Mercer (July 16, 2013)",English,5.5 x 1.2 x 8.2 inches,1.4 pounds,4.3 out of 5 stars
"BLAME! 1 Paperback – September 13, 2016",$25.32 ,Books > Comics & Graphic Novels > Manga,Tsutomu Nihei,1942993773,408 pages,"Vertical Comics (September 13, 2016)",English,7.2 x 1.1 x 10.3 inches,2.6 pounds,4.6 out of 5 stars
"Blood Rites (The Dresden Files, Book 6) Mass Market Paperback – August 3, 2004",$9.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Jim  Butcher,9.78045E+12,372 pages,"Roc; 1rst Printing edition (August 3, 2004)",English,4.2 x 1 x 7.5 inches,6.4 ounces,4.7 out of 5 stars
"Witch's Reign (Desert Cursed Series Book 1) (The Desert Cursed Series) (Volume 1) Paperback – February 6, 2018",$11.35 ,Books > Science Fiction & Fantasy > Fantasy,Shannon Mayer,1983486396,368 pages,"CreateSpace Independent Publishing Platform; 1 edition (February 6, 2018)",English,5 x 0.8 x 8 inches,1 pounds,4.8 out of 5 stars
"Once Upon a Time in the North: His Dark Materials Paperback – September 5, 2017",$5.02 ,Books > Children's Books > Literature & Fiction,Philip Pullman,399555447,144 pages,"Yearling; Dgs edition (September 5, 2017)",English,5.2 x 0.4 x 7.6 inches,2.4 ounces,4.3 out of 5 stars
"What Would Captain Kirk Do?: Intergalactic Wisdom from the Captain of the U.S.S. Enterprise (Star Trek) Paperback – May 17, 2016",$7.99 ,Books > Children's Books > Science Fiction & Fantasy,Brandon T. Snider,399539549,80 pages,"Price Stern Sloan (May 17, 2016)",English,5.5 x 0.6 x 8 inches,5.6 ounces,4.2 out of 5 stars
"The Year of the Flood Paperback – July 27, 2010",$12.62 ,Books > Science Fiction & Fantasy > Science Fiction,Margaret Atwood,307455475,448 pages,"Anchor; Reprint edition (July 27, 2010)",English,5.1 x 1 x 8 inches,12.8 ounces,4.2 out of 5 stars
"Dreams of Falling Hardcover – June 5, 2018",$23.40 ,Books > Literature & Fiction > Genre Fiction,Karen White,451488415,416 pages,"Berkley (June 5, 2018)",English,6 x 1 x 9 inches,1.4 pounds,
"Sanibel Flats: A Doc Ford Novel (Doc Ford Novels) Mass Market Paperback – March 7, 2017",$9.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Randy Wayne White,125012722X,416 pages,"Minotaur Books; Reissue edition (March 7, 2017)",English,4.4 x 1.1 x 7.5 inches,9.6 ounces,4.1 out of 5 stars
"Green Sun Hardcover – February 27, 2018",$23.09 ,"Books > Mystery, Thriller & Suspense > Mystery",Kent Anderson,316466808,352 pages,"Mulholland Books (February 27, 2018)",English,6.5 x 1.2 x 9.6 inches,1.2 pounds,4.5 out of 5 stars
"The Spiral Dance: A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition Annual, Subsequent Edition",,Books > Religion & Spirituality > New Age & Spirituality,Starhawk,676974678,336 pages,"HarperOne; Annual, Subsequent edition (September 22, 1999)",English,6.1 x 0.8 x 9.2 inches,13.4 ounces,4.5 out of 5 stars
"Crooked House Paperback – February 1, 2011",$9.34 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Agatha Christie,62073532,256 pages,"William Morrow Paperbacks; Reissue edition (February 1, 2011)",English,5.3 x 0.6 x 8 inches,12.8 ounces,4.5 out of 5 stars
"Fade to Black (Krewe of Hunters) Mass Market Paperback – May 29, 2018",$8.99 ,Books > Literature & Fiction > Genre Fiction,Heather Graham,778310744,384 pages,"MIRA (May 29, 2018)",English,4.2 x 0.8 x 6.6 inches,5.9 ounces,
"Fire in the Hole: Stories Paperback – January 3, 2012",$8.69 ,Books > Literature & Fiction > Genre Fiction,Elmore Leonard,62120344,256 pages,"William Morrow Paperbacks; Reprint edition (January 3, 2012)",English,5.3 x 0.6 x 8 inches,6.4 ounces,4.4 out of 5 stars
"The Snow Leopard (Penguin Classics) Paperback – September 30, 2008",$14.07 ,Books > Religion & Spirituality > Buddhism,Peter Matthiessen,143105515,368 pages,"Penguin Classics; Second Edition Thus edition (September 30, 2008)",English,5.1 x 0.6 x 7.7 inches,9.9 ounces,4.5 out of 5 stars
"The Seventh Plague: A Sigma Force Novel (Sigma Force Novels) Mass Market Paperback – August 22, 2017",$8.78 ,Books > Literature & Fiction > Action & Adventure,James Rollins,62381695,640 pages,"William Morrow; Reprint edition (August 22, 2017)",English,4.2 x 1.4 x 7.5 inches,12 ounces,4.5 out of 5 stars
"Dead Cold Brew (A Coffeehouse Mystery) Mass Market Paperback – March 6, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Cleo Coyle,425276120,416 pages,"Berkley; Reprint edition (March 6, 2018)",English,4.1 x 1 x 6.8 inches,6.7 ounces,4.6 out of 5 stars
"When I'm Gone: A Novel Paperback – March 15, 2016",$9.67 ,Books > Literature & Fiction > Genre Fiction,Emily Bleeker,1503951456,364 pages,"Lake Union Publishing (March 15, 2016)",English,5.5 x 1 x 8.2 inches,13.6 ounces,4.3 out of 5 stars
"Behind Closed Doors Paperback – February 11, 2016",$14.68 ,Books > Literature & Fiction > Women's Fiction,B. A. Paris,1848454120,352 pages,"HQ (February 11, 2016)",English,5 x 1 x 7.8 inches,12 ounces,4.1 out of 5 stars
"The Demon Crown: A Sigma Force Novel (Sigma Force Novels) Hardcover – December 5, 2017",$15.94 ,Books > Literature & Fiction > Action & Adventure,James Rollins,62381733,464 pages,"William Morrow; First Edition edition (December 5, 2017)",English,6 x 1.4 x 9 inches,1.1 pounds,4.7 out of 5 stars
"The Ocean at the End of the Lane: A Novel Mass Market Paperback – June 28, 2016",$6.48 ,Books > Literature & Fiction > Genre Fiction,Neil Gaiman,62459368,256 pages,"William Morrow; Reissue edition (June 28, 2016)",English,4.2 x 0.6 x 6.8 inches,4.8 ounces,4.3 out of 5 stars
"A Farewell to Arms: The Hemingway Library Edition Paperback – July 8, 2014",$12.00 ,Books > Literature & Fiction > Genre Fiction,Ernest Hemingway,1476764522,352 pages,"Scribner; Reprint edition (July 8, 2014)",English,5.5 x 1 x 8.4 inches,2.9 pounds,4.0 out of 5 stars
"The Magicians: A Novel (Magicians Trilogy) Paperback – May 25, 2010",$10.87 ,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,452296293,432 pages,"Penguin Books (May 25, 2010)",English,5.4 x 0.9 x 8.4 inches,1 pounds,3.5 out of 5 stars
"Brass: A Novel Hardcover – January 23, 2018",$17.03 ,Books > Literature & Fiction > Genre Fiction,Xhenet Aliu,399590242,304 pages,"Random House (January 23, 2018)",English,6.4 x 1 x 9.6 inches,1.1 pounds,4.1 out of 5 stars
"The Dark Tower II: The Drawing of the Three Mass Market Paperback – December 27, 2016",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161814,528 pages,"Pocket Books; Reissue edition (December 27, 2016)",English,4.1 x 1.1 x 7.5 inches,10.6 ounces,4.3 out of 5 stars
"Rich People Problems: A Novel Hardcover – May 23, 2017",$17.32 ,Books > Literature & Fiction > Genre Fiction,Kevin Kwan,385542232,416 pages,"Doubleday (May 23, 2017)",English,6.5 x 1.4 x 9.5 inches,1.6 pounds,4.5 out of 5 stars
"This Is How You Lose Her Paperback – September 3, 2013",$14.10 ,Books > Literature & Fiction > Short Stories & Anthologies,Junot Díaz,1594631778,240 pages,"Riverhead Books; Reprint edition (September 3, 2013)",English,5.2 x 0.6 x 8 inches,5.6 ounces,4.0 out of 5 stars
"Tricks for Free (InCryptid) Mass Market Paperback – March 6, 2018",$7.99 ,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,756410401,432 pages,"DAW (March 6, 2018)",English,4.2 x 1.1 x 6.8 inches,7.2 ounces,4.5 out of 5 stars
"Hooray for Diffendoofer Day! Hardcover – April 20, 1998",$13.60 ,Books > Children's Books > Growing Up & Facts of Life,Dr SeussLane Smith,679890084,64 pages,"Knopf Books for Young Readers; 1st edition (April 8, 1998)",English,8.3 x 0.4 x 11.2 inches,14.4 ounces,4.7 out of 5 stars
"The Lost Plot (The Invisible Library Novel) Paperback – January 9, 2018",$10.20 ,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,039958742X,384 pages,"Ace (January 9, 2018)",English,5.4 x 1 x 8.2 inches,10.9 ounces,4.6 out of 5 stars
"No Game No Life, Vol. 6 - light novel Paperback – July 25, 2017",$12.76 ,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240 pages,"Yen On (July 25, 2017)",English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.7 out of 5 stars
"Darth Vader and Friends (Star Wars) Hardcover – April 28, 2015",$9.16 ,Books > Comics & Graphic Novels > Graphic Novels,Jeffrey Brown,1452138109,64 pages,"Chronicle Books (April 28, 2015)",English,6.8 x 0.5 x 6.8 inches,3.2 ounces,4.5 out of 5 stars
"Berserk, Vol. 20 Paperback – December 11, 2007",$12.50 ,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077459,232 pages,"Dark Horse Comics (December 11, 2007)",English,5.1 x 0.7 x 7.2 inches,7.8 ounces,4.4 out of 5 stars
"Batman! (DC Super Friends) (Little Golden Book) Hardcover – May 8, 2012",$4.14 ,Books > Children's Books > Growing Up & Facts of Life,Billy WrecksEthen Beavers,030793103X,24 pages,"Golden Books; DC Super Friends edition (May 8, 2012)",English,6.6 x 0.2 x 8 inches,0.3 ounces,4.4 out of 5 stars
"Old Man's War Mass Market Paperback – January 15, 2007",$8.99 ,Books > Science Fiction & Fantasy > Science Fiction,John Scalzi,765348276,318 pages,"Tor Science Fiction (January 15, 2007)",English,4.1 x 1 x 6.9 inches,5.6 ounces,4.5 out of 5 stars
"Exile (The Legend of Drizzt) Mass Market Paperback – March 7, 2006",$7.70 ,Books > Literature & Fiction > Action & Adventure,R.A. Salvatore,786939834,384 pages,"Wizards of the Coast (March 7, 2006)",English,4.2 x 1 x 6.8 inches,5.6 ounces,4.7 out of 5 stars
"Mighty Morphin Power Rangers Vol. 1 Paperback – September 13, 2016",$13.59 ,Books > Comics & Graphic Novels > Graphic Novels,Steve Orlando,1608868931,144 pages,"BOOM! Studios (September 13, 2016)",English,6.6 x 0.3 x 10.2 inches,13.4 ounces,4.8 out of 5 stars
"Lilith's Brood Paperback – June 1, 2000",$16.57 ,Books > Literature & Fiction > Genre Fiction,Octavia E. Butler,446676101,752 pages,"Grand Central Publishing; Updated edition (June 1, 2000)",English,5.2 x 1.2 x 8 inches,1.3 pounds,4.5 out of 5 stars
"The Litigators: A Novel Mass Market Paperback – June 26, 2012",$8.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,034553056X,496 pages,"Dell; Reprint edition (June 26, 2012)",English,4.2 x 1.2 x 7.6 inches,9.6 ounces,4.3 out of 5 stars
"Leap Paperback – August 2, 2014",$16.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael C. Grumley,1500697974,484 pages,"CreateSpace Independent Publishing Platform (August 2, 2014)",English,5 x 1.2 x 8 inches,1.4 pounds,4.6 out of 5 stars
"The End of the Affair (Penguin Classics Deluxe Edition) Paperback – Deckle Edge, September 28, 2004",$14.06 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Graham Greene,142437980,192 pages,"Penguin Classics; Reprint edition (August 31, 2004)",English,5.6 x 0.5 x 8.4 inches,8.8 ounces,4.1 out of 5 stars
"Death Without Company: A Longmire Mystery Paperback – February 27, 2007",$12.84 ,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143038389,271 pages,"Penguin Books; Reprint edition (February 27, 2007)",English,5 x 0.5 x 7.7 inches,8 ounces,4.6 out of 5 stars
"The Hunt for Red October (A Jack Ryan Novel) Mass Market Paperback – September 7, 2010",$8.49 ,Books > Literature & Fiction > Action & Adventure,Tom Clancy,425240339,656 pages,"Berkley; Reprint edition (September 7, 2010)",English,4.3 x 1.3 x 7.6 inches,14.1 ounces,4.6 out of 5 stars
"An Officer and a Spy Paperback – October 28, 2014",$12.86 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Harris,345804856,429 pages,"Vintage; Reprint edition (October 28, 2014)",English,5.2 x 0.9 x 8 inches,8.8 ounces,4.5 out of 5 stars
"The Twelve (Book Two of The Passage Trilogy): A Novel Paperback – January 19, 2016",$10.97 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Justin Cronin,345542371,608 pages,"Ballantine Books; Reprint edition (January 19, 2016)",English,5.5 x 1.3 x 8.2 inches,1.7 pounds,4.3 out of 5 stars
"Bones Don't Lie (Morgan Dane) Paperback – March 13, 2018",$9.17 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Melinda Leigh,1542049865,348 pages,"Montlake Romance (March 13, 2018)",English,5.5 x 1 x 8.2 inches,12 ounces,4.8 out of 5 stars
"The Dead Zone Paperback – April 12, 2016",$12.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501144502,592 pages,"Gallery Books; Reissue edition (April 12, 2016)",English,5.3 x 1.5 x 8.2 inches,15.2 ounces,4.3 out of 5 stars
"Tales from the Canyons of the Damned: Omnibus No. 6: Color Edition (Volume 6) Paperback – March 6, 2018",$36.71 ,Books > Literature & Fiction > Genre Fiction,Daniel Arthur Smith,1946777501,222 pages,"Holt Smith Limited (March 6, 2018)",English,6 x 0.5 x 9 inches,13.9 ounces,5.0 out of 5 stars
"The Perfect Stranger: A Novel Paperback – January 2, 2018",$9.28 ,Books > Literature & Fiction > Genre Fiction,Megan Miranda,150110800X,368 pages,"Simon & Schuster; Reprint edition (January 2, 2018)",English,5.5 x 0.9 x 8.4 inches,10.4 ounces,4.0 out of 5 stars
"Who Was Leonardo da Vinci? Paperback – September 8, 2005",$5.00 ,"Books > Children's Books > Arts, Music & Photography",Roberta EdwardsTrue Kelley,448443015,112 pages,"Penguin Workshop (September 8, 2005)",English,5.3 x 0.3 x 7.6 inches,5 ounces,4.7 out of 5 stars
"The Pearl Paperback – February 1, 1993",$7.29 ,Books > Literature & Fiction > History & Criticism,John Steinbeck,014017737X,96 pages,"Penguin Books; 1st edition (April 6, 2000)",English,4.2 x 0.3 x 7.5 inches,0.8 ounces,4.2 out of 5 stars
"The Sword of Shannara Trilogy Hardcover – Deckle Edge, August 27, 2002",$25.19 ,Books > Literature & Fiction > Action & Adventure,Terry Brooks,345453751,1200 pages,"Del Rey; 1st edition (August 27, 2002)",English,6.7 x 2.1 x 9.6 inches,3.6 pounds,4.4 out of 5 stars
