Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
A Darker Shade of Magic,$15.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,5376457,400,Tom Doherty AssociatesTor Books,English,213.61 x 5.78 x 1.36 Millimeters,,
To Say Nothing of the Dog,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Willis, Connie",3575387,512,Random House,English,7.00 x 4.25 x 1.25 Inches,,
Look for Me,$15.64 ,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,Lisa Gardner,1524742058,400,DuttonPenguin Publishing Group,English,9.00 x 6.00 x 1.00 Inches (US),,
Bared to You,$13.57 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 1549 >  > in > Books > # > 99 >  > in > Books > Literature & Fiction > # > 17 >  > in > Books > Literature & Fiction > General,Sylvia Day,5276764,352,BerkleyPenguin Publishing Group,English,,,5
TURBO TWENTY-THREE: A STEPHANIE PLUM NOVEL,$6.44 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","EVANOVICH, JANET",345543017,352,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Lake Silence,$17.70 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Anne Bishop,399587241,416,AcePenguin Publishing Group,English,9.00 x 6.00 x 1.03 Inches (US),,
Star Wars,$7.08 ,Books > Literature & Fiction > Fiction > Action & Adventure > Best seller ranking: > # > 57886 >  > in > Books > # > 19 >  > in > Books > Star Wars - Books,"Corey, James S. A.",5546871,367,Random House,English,6.00 x 4.00 x 1.00 Inches,,
The Couple Next Door : A Novel,$13.25 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Shari Lapena,5221102,336,Penguin BooksPenguin Publishing Group,English,,,5
The Man in the High Castle (Tie-In),$12.61 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,8849865,288,Houghton Mifflin HarcourtMariner Books,English,203.20 x 5.31 x 18.21 Millimeters,,
The Templar Archive,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Historical",James Becker,1473962,480,BerkleyPenguin Publishing Group,English,7.50 x 4.25 x 1.00 Inches (US),,
"The Laughing Corpse : An Anita Blake, Vampire Hunter Novel",$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Laurell K. Hamilton,513444X,304,BerkleyPenguin Publishing Group,English,,,
BEHIND CLOSED DOORS,$9.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",B. A. Paris,1250132363,352,St. Martin's PressSt. Martin's Griffin,English,8.25 x 5.43 x 23.88 Inches (US),,
STAR WARS: DARTH PLAGUEIS,$8.40 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 3193 >  > in > Books > # > 244 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Science Fiction,"LUCENO, JAMES",345511298,496,,,,,5
The Shadow Rising,$15.51 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan,5334679,944,Tom Doherty AssociatesTor Books,English,231.90 x 6.40 x 43.56 Millimeters,,
"O'MALLEYS OF TEXAS, THE",$6.75 ,Books > Literature & Fiction > Fiction > Westerns,"RICHARDS, DUSTY",078603923X,432,Kensington Pub Corp,English,7.25 x 4.75 x 1.25 Inches,,
Blue Horizon,$44.62 ,Books > Literature & Fiction > Fiction > Historical,Wilbur Smith,1427281270,,Macmillan Audio,English,1.00 x 1.00 x 1.00 Inches (US),,
Maya Banks Breathless Trilogy Boxed Set,$11.22 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 3637 >  > in > Books > # > 280 >  > in > Books > Literature & Fiction > # > 55 >  > in > Books > Literature & Fiction > General,Maya Banks,2199750,336,BerkleyPenguin Publishing Group,English,9.80 x 7.00 x 5.30 Inches (US),,4.8
Jarka Ruus,$7.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",5435763,391,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Homeland,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Salvatore, R. A.",6939532,343,Wizards of the Coast,English,6.75 x 4.25 x 1.00 Inches,,5
So I Married a Sorcerer: A Novel of the Embraced,$5.98 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,Kerrelyn Sparks,1250108233,496,St. Martin's PressSt. Martin's Paperbacks,English,173.74 x 104.39 x 33.40 Millimeters,,
BEFORE THEY ARE HANGED,$23.60 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Abercrombie, Joe",,,Orion Publishing Co,,,,
Concealed in Death,$4.75 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 17423 >  > in > Books > # > 196 >  > in > Books > Mystery & Suspense > # > 62 >  > in > Books > Mystery & Suspense > Women Sleuths,J. D. Robb,5154141,384,BerkleyPenguin Publishing Group,English,6.83 x 4.18 x 1.00 Inches (US),,
Red Lily / Black Rose / Blue Dahlia,$18.21 ,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 6240 >  > in > Books > # > 100 >  > in > Books > Romance > # > 46 >  > in > Books > Romance > Contemporary,"Roberts, Nora",5142361,,Berkley Pub Group,English,7.00 x 4.50 x 3.25 Inches,,
A Storm of Swords,$14.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 9433 >  > in > Books > # > 863 >  > in > Books > Literature & Fiction > # > 76 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3381706,1008,Random House Inc,English,6.25 x 9.50 x 2.00 Inches,,5
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy,$9.17 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 299 >  > in > Books > # > 6 >  > in > Books > Romance > # > 5 >  > in > Books > Romance > Adult,"JAMES, E L",5803482,528,Random House Inc,English,8.00 x 5.25 x 1.00 Inches,,4.757
The Obsession,$11.91 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 891 >  > in > Books > # > 36 >  > in > Books > ARCHIVE > # > 8 >  > in > Books > ARCHIVE > Books Misc,"Roberts, Nora",399175164,453,Penguin Group USA,,,,5
The Sorceress of Karres,$8.96 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Eric FlintDave Freer,1439134464,416,Baen,English,6.75 x 4.19 x 1.10 Inches (US),,
Night Tales,$8.76 ,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 26794 >  > in > Books > # > 889 >  > in > Books > Romance > # > 67 >  > in > Books > Romance > Suspense,"Roberts, Nora",3285887,443,Harlequin Books,English,6.50 x 4.25 x 1.25 Inches,,
Heartsick,$2.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Chelsea Cain,2657814,336,St. Martin's PressMinotaur Books,English,8.22 x 139.19 x 23.88 Inches (US),,
"Star Wars, The Hutt Gambit",$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Crispin, A. C.",3574163,340,Random House,English,7.00 x 4.25 x 1.25 Inches,,
EYES ONLY,$7.97 ,Books > Literature & Fiction > Fiction > Romance > Action & Adventure > Best seller ranking: > # > 9172 >  > in > Books > # > 180 >  > in > Books > Romance > # > 33 >  > in > Books > Romance > General,"MICHAELS, FERN",135915,368,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,,
Hunters in the Dark,$12.77 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Peter David,6795855,368,Gallery Books,English,8.25 x 5.31 x 22.86 Inches (US),,
Run to You,$13.44 ,Books > Literature & Fiction > Fiction > Romance > General,"Beers, Georgia",6677457,315,Two Rivers Distribution,English,8.75 x 5.75 x 1.00 Inches,,
The Masterpiece,$18.18 ,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Romance,Francine Rivers,1496407903,512,"Tyndale House Publishers, Inc.",English,8.90 x 5.70 x 1.80 Inches,,4
Millennial Hospitality,$35.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Hall, Charles James",1403376700,488,Authorhouse,English,6.40 x 1.48 x 9.26 Inches,,
"I, Robot",$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Asimov, Isaac",3294383,288,Random House,English,7.00 x 4.75 x 1.50 Inches,,
The Mysterious Affair at Styles,$48.00 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Christie, Agatha",786199288,6,Blackstone Pub,English,6.75 x 6.25 x 1.00 Inches,,
Fortune Hunter,$11.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","DeLeon, Jana",1940270340,250,Jana Deleon,English,5.25 x 0.53 x 8.00 Inches,,
Sword Art Online Progressive The Novel 2,$12.53 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Reki Kawahara,6342172,256,Yen PressYen On,English,,,
Texas Born & Maggie's Dad,$6.99 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 24328 >  > in > Books > # > 768 >  > in > Books > Romance > # > 258 >  > in > Books > Romance > Contemporary,"Palmer, Diana",3838010,444,Harlequin Books,English,7.00 x 4.25 x 1.25 Inches,,5
J Is for Judgment,$9.16 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Sue Grafton,2945275,384,St. Martin's PressSt. Martin's Paperbacks,English,6.76 x 107.70 x 26.54 Inches (US),,
Fifty Shades Freed,$9.29 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 126 >  > in > Books > # > 3 >  > in > Books > Romance > # > 3 >  > in > Books > Romance > Adult,"JAMES, E L",5803503,592,Random House Spanish,English,5.00 x 8.00 x 1.00 Inches,,4.8017
The Complete Father Brown Stories,$3.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional","Carabine, KeithDavies, David StuartChesterton, G. K.",1853260037,800,Wordsworth Editions,English,5.00 x 1.70 x 7.70 Inches,,
The Black Widow,$10.87 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Silva, Daniel",232025X,528,HarperCollins,English,8.25 x 5.25 x 1.00 Inches,,
At the Sign of Triumph,$8.51 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,David Weber,765364638,1040,Tom Doherty AssociatesTor Science Fiction,English,6.75 x 104.78 x 39.69 Inches (US),,
The Dark Tower III : The Waste Lands,$9.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Stephen King,1161820,720,Pocket Books,English,190.50 x 104.78 x 25.40 Millimeters,,
Wedge's Gamble,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Stackpole, Michael A.",3568029,357,Random House,English,7.00 x 4.00 x 1.00 Inches,,
The Wise Man's Fear,$10.86 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Patrick Rothfuss,6407124,1008,DAW,English,9.00 x 6.00 x 1.62 Inches (US),,
The Racketeer,$8.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Legal > Best seller ranking: > # > 2700 >  > in > Books > # > 206 >  > in > Books > Literature & Fiction > # > 36 >  > in > Books > Literature & Fiction > General",John Grisham,5530573,400,Bantam Dell,English,7.75 x 4.25 x 1.00 Inches,,
The Ultimate Hitchhiker's Guide to the Galaxy,$13.59 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 2030 >  > in > Books > # > 146 >  > in > Books > Literature & Fiction > # > 9 >  > in > Books > Literature & Fiction > Science Fiction,"Adams, Douglas",5453740,815,Random House Inc,English,6.25 x 9.25 x 1.75 Inches,,4.7143
STAR WARS: THE OLD REPUBLIC: DECEIVED,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 4640 >  > in > Books > # > 362 >  > in > Books > Literature & Fiction > # > 23 >  > in > Books > Literature & Fiction > Science Fiction,"KEMP, PAUL S.",5511393,352,Random House,English,7.00 x 4.25 x 1.00 Inches,,5
Two by Two,$13.81 ,Books > Literature & Fiction > Fiction > General,Nicholas Sparks,1455520683,512,Grand Central Publishing,English,8.12 x 5.38 x 1.38 Inches (US),,
Star Wars: Clone Wars Gambit: Stealth,$13.37 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Miller, Karen",5509028,409,Random House Inc,English,5.50 x 8.25 x 1.00 Inches,,
Her Guardian Shifter / Royal Enchantment,$6.50 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Ashwood, SharonWhiddon, Karen",373208596,570,Harlequin Books,English,6.50 x 4.25 x 1.25 Inches,,
A Wanted Man,$13.91 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Hill, DickChild, Lee",804148929,,Random House,English,5.07 x 5.92 x 1.11 Inches,,
Heir of Novron,$14.46 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Michael J. Sullivan,6187712,960,Orbit,English,8.25 x 5.50 x 1.75 Inches (US),,
Mundos Paralelos: El Reconocimiento,$17.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Blackmouth, C. M.",1463350090,220,Palibrio,Spanish,5.00 x 0.50 x 7.99 Inches,,
No Second Chance,$7.48 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Harlan Coben,1210558,464,DuttonPenguin Publishing Group,English,,,
Killing Floor,$7.67 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6003 >  > in > Books > # > 45 >  > in > Books > Mystery & Suspense > # > 19 >  > in > Books > Mystery & Suspense > Thrillers",Lee Child,5153656,576,BerkleyPenguin Publishing Group,English,7.56 x 4.31 x 1.19 Inches (US),,4.5
Star Wars Darth Bane Path of Destruction,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 7461 >  > in > Books > # > 672 >  > in > Books > Literature & Fiction > # > 42 >  > in > Books > Literature & Fiction > Science Fiction,"Karpyshyn, Drew",5477379,416,Random House,English,7.25 x 4.50 x 1.25 Inches,,
The Teflon Queen PT 3,$14.99 ,Books > Literature & Fiction > Fiction > Literary,"SilkWhite, Silk",989185982,240,Good2go Publishing,English,5.50 x 0.51 x 8.50 Inches,,
The First Confessor,$8.86 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,5383071,640,Tom Doherty AssociatesTor Fantasy,English,170.94 x 106.93 x 1.42 Millimeters,,
Darkness Splintered : A Dark Angels Novel,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Keri Arthur,1419596,400,BerkleyPenguin Publishing Group,English,,,
"CRUSH, THE",$4.96 ,Books > Literature & Fiction > Fiction > Romance > Suspense,Sandra Brown,1478948078,464,Grand Central Publishing,English,6.75 x 4.25 x 1.25 Inches (US),,
Long Lost,$10.57 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 71997 >  > in > Books > # > 997 >  > in > Books > Mystery & Suspense > # > 310 >  > in > Books > Mystery & Suspense > Thrillers",Harlan Coben,1229328,432,DuttonPenguin Publishing Group,English,,,
Spider Game,$6.79 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 2818 >  > in > Books > # > 128 >  > in > Books > ARCHIVE > # > 10 >  > in > Books > ARCHIVE > Literature & Fiction,"Feehan, Christine",515156108,445,Berkley Pub Group,,,,5
"I'm the Vampire, That's Why",$5.36 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Michele Bardsley,1219372,352,BerkleyPenguin Publishing Group,English,,,4.7143
The 9th Judgment,$9.81 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 5846 >  > in > Books > # > 493 >  > in > Books > Literature & Fiction > # > 73 >  > in > Books > Literature & Fiction > Mystery & Suspense",James PattersonMaxine Paetro,656566X,384,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.00 Inches (US),,4
The Sword of Shannara Trilogy,$25.86 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7088 >  > in > Books > # > 632 >  > in > Books > Literature & Fiction > # > 55 >  > in > Books > Literature & Fiction > Fantasy,"Brooks, Terry",5453756,1191,Random House Inc,English,6.75 x 9.50 x 2.00 Inches,,3
Who Fears Death,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nnedi Okorafor,6407281,432,DAW,English,6.70 x 4.10 x 1.13 Inches (US),,
Seduced,$7.73 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",Randy Wayne White,425279030,368,Penguin Publishing GroupG.P. Putnam's Sons,English,,,
Witness in Death,$7.99 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 9356 >  > in > Books > # > 80 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > Women Sleuths,"Robb, J. D.",5173630,357,Berkley Pub Group,English,6.75 x 4.25 x 1.00 Inches,,5
Captivating Witness,$4.64 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Di Lorenzo, Melinda",1335472010,283,Harlequin Books,English,6.75 x 4.25 x 0.75 Inches,,
The Talismans of Shannara,$7.84 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",5386748,464,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Dracula,$7.39 ,Books > Literature & Fiction > Fiction > Classics,"Luckhurst, RogerStoker, Bram",9564098,391,Oxford Univ Pr,English,5.00 x 8.00 x 1.00 Inches,,
Fallout,$8.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Turtledove, Harry",3390752,386,Random House,English,7.75 x 4.25 x 1.00 Inches,,
12TH OF NEVER,$9.82 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 19705 >  > in > Books > # > 3 >  > in > Books > Promotional Titles",James PattersonMaxine Paetro,5515780,400,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
House of Thieves,$14.11 ,Books > Literature & Fiction > Fiction > Historical,"Belfoure, Charles",149261789X,412,Sourcebooks Inc,English,9.50 x 6.50 x 1.25 Inches,,5
Bad Blood : a Virgil Flowers novel,$9.22 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",John Sandford,1611763444,,Penguin AudioPenguin Random House Audio Publishing Group,English,,,
The Shack,$13.94 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",William P. Young,8911524,,Hachette AudioWindblown Media,English,,,5
A New World - Unofficial Minecraft Book,$8.00 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"E, David",132944745X,34,Lulu.com,English,6.00 x 0.08 x 9.00 Inches,,
X,$8.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Sue Grafton,1101981873,512,Penguin Publishing GroupG.P. Putnam's Sons,,7.50 x 4.25 x 1.06 Inches (US),,5
"Retreat, Hell!",$8.43 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Military",W.E.B. Griffin,5138617,640,Penguin Publishing GroupG.P. Putnam's Sons,English,6.72 x 4.24 x 1.05 Inches (US),,
Neverwhere: Author's Preferred Text,$10.87 ,Books > Literature & Fiction > Fiction > Literary,"Gaiman, Neil",245908X,440,Harpercollins,,5.25 x 8.00 x 0.75 Inches,,
INFERNO,$7.61 ,Books > Walmart Best Sellers > Best seller ranking: > # > 1928 >  > in > Books > # > 135 >  > in > Books > Literature & Fiction > # > 18 >  > in > Books > Literature & Fiction > Mystery & Suspense,"BROWN, DAN",79154,624,Random House,English,7.75 x 4.25 x 1.50 Inches,,
The Crooked Staircase,$18.30 ,Books > Summer Reading Books > Beach Reads,"Koontz, Dean R.",052548342X,480,Random House Inc,English,9.25 x 6.12 x 1.28 Inches,,
Cross Fire,$7.69 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1358 >  > in > Books > # > 82 >  > in > Books > Literature & Fiction > # > 12 >  > in > Books > Literature & Fiction > General",James Patterson,6574716,372,Grand Central Pub Mass Market,English,7.50 x 4.25 x 1.00 Inches,,2
Almost Dead,$12.61 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Lisa Jackson,6708427,368,Kensington,,6.00 x 9.00 x 1.00 Inches,,
Knife of Dreams,$6.54 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan,5337821,752,Tom Doherty AssociatesTor Books,English,9.18 x 6.07 x 32.77 Inches (US),,
Find Her,$8.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Lisa Gardner,1477160,464,DuttonPenguin Publishing Group,English,,,5
Halo Boxed Set,$9.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 4480 >  > in > Books > # > 343 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > Sagas,Various Various Authors,5364677,0,Tom Doherty AssociatesTor Books,English,7.06 x 107.19 x 78.99 Inches (US),,5
The Complete Sookie Stackhouse Stories,$16.26 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Charlaine Harris,399587594,384,AcePenguin Publishing Group,English,8.31 x 5.55 x 1.18 Inches (US),,
Hunting Ground,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,044101738X,320,AcePenguin Publishing Group,English,,,4
The Sorcerer's Daughter,$8.09 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Brooks, Terry",5540843,391,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Rogue One,$20.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Freed, Alexander",9178454,319,Random House Inc,English,9.75 x 6.50 x 1.00 Inches,,
Burn Bright,$30.84 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Romantic,Patricia Briggs,1524756725,,Penguin AudioPenguin Random House Audio Publishing Group,English,6.00 x 5.00 x 1.00 Inches,,
"North! or Be Eaten: Wild Escapes, a Desperate Journey, and the Ghastly Fangs of Dang",$12.98 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Peterson, Andrew",73875,331,Random House Inc,English,6.00 x 8.75 x 0.75 Inches,,
Darkness Unbound: Number 1 in series (Dark Angels) (Paperback),$15.33 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Arthur, Keri",749954914,,"Little, Brown Book Group",,,,
Dick and Jane: Jump and Run,$3.99 ,Books > Children's & Kids' Books > Children's Concept Books > General,Penguin Young Readers Group Staff,8434029,32,Penguin Young ReadersPenguin Young Readers Group,English,,,
Still Missing,$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Chevy Stevens,49512,384,St. Martin's PressSt. Martin's Paperbacks,English,6.75 x 106.68 x 25.91 Inches (US),,
Shadow Spell,$7.39 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,5152909,336,BerkleyPenguin Publishing Group,English,,,
Dead Heat,$9.45 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political",Joel C. Rosenberg,4311624,416,"Tyndale House Publishers, Inc.",English,8.10 x 5.50 x 1.20 Inches (US),,
Sojourn,$7.19 ,"Books > Children's Books > Science Fiction, Fantasy & Magic","Salvatore, R. A.",6940071,346,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,,
The Innocent,$9.45 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",David Baldacci,551900X,448,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
The Eternity War,$9.40 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Jamie Sawyer,316433225,480,Orbit,English,7.62 x 4.25 x 1.38 Inches (US),,
City on Edge,$21.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Pintoff, Stefanie",1681683369,,Highbridge Co,English,5.50 x 6.50 x 1.25 Inches,,
Private: The Royals,$3.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,6505197,160,"BookShotsLittle, Brown and Company",English,,,
Divine Misdemeanors,$7.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Hamilton, Laurell K.",5495974,371,Random House,English,6.75 x 4.25 x 1.25 Inches,,5
Minor in Possession,$5.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Jance, Judith A.",1999314,326,HarperCollins,English,7.50 x 4.25 x 1.00 Inches,,
The Harsh Mistress of the City 2: Attack on Titan,$10.95 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Lloyd-Davies, JonathanMurata, RangeKawakami, Ryo",2993292,208,Random House Inc,English,5.50 x 7.50 x 0.50 Inches,,
Jaws (Paperback),,Books > Literature & Fiction > Fiction > Horror,"Benchley, Peter",144722003X,,Pan Macmillan,,,,
Succubus Shadows,$14.42 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Mead, Richelle",8232007,292,Kensington Pub Corp,English,8.00 x 5.50 x 0.75 Inches,,
The Way of Kings,$15.64 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brandon Sanderson,5376677,1008,Tom Doherty AssociatesTor Books,English,9.15 x 6.26 x 44.20 Inches (US),,
The Bands of Mourning,$8.76 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brandon Sanderson,5378585,536,Tom Doherty AssociatesTor Fantasy,English,6.78 x 4.18 x 1.42 Inches (US),,
